ranking,score,title,number_of_episodes,emission_date,number_members,url
7496,6.37,IS: Infinite Stratos 2 - Infinite Wedding,Special (1 eps),Jun 2016 - Jun 2016,"31,943 members",https://myanimelist.net/anime/33242/IS__Infinite_Stratos_2_-_Infinite_Wedding
7497,6.37,Jungle Taitei Movie,Movie (1 eps),Jul 1966 - Jul 1966,"1,177 members",https://myanimelist.net/anime/20381/Jungle_Taitei_Movie
7498,6.37,Junk Head 1,Movie (1 eps),Nov 2013 - Nov 2013,292 members,https://myanimelist.net/anime/49478/Junk_Head_1
7499,6.37,Kagewani,TV (13 eps),Oct 2015 - Dec 2015,"32,274 members",https://myanimelist.net/anime/30524/Kagewani
7500,6.37,Kamen Rider Zero-One: Short Anime - Everyone's Daily Life,ONA (5 eps),Jul 2020 - Nov 2020,544 members,https://myanimelist.net/anime/42491/Kamen_Rider_Zero-One__Short_Anime_-_Everyones_Daily_Life
7501,6.37,Kanojo ga Flag wo Oraretara,TV (13 eps),Apr 2014 - Jun 2014,"189,048 members",https://myanimelist.net/anime/19685/Kanojo_ga_Flag_wo_Oraretara
7502,6.37,Kikou Kantai Dairugger XV,TV (52 eps),Mar 1982 - Mar 1983,"2,511 members",https://myanimelist.net/anime/3609/Kikou_Kantai_Dairugger_XV
7503,6.37,Kimi ga Inakucha!,Music (1 eps),Oct 2018 - Oct 2018,958 members,https://myanimelist.net/anime/38986/Kimi_ga_Inakucha
7504,6.37,Uchuu Senkan Tiramisù,TV (13 eps),Apr 2018 - Jun 2018,"27,342 members",https://myanimelist.net/anime/36267/Uchuu_Senkan_Tiramisù
7505,6.37,Yakou,Music (1 eps),Mar 2020 - Mar 2020,644 members,https://myanimelist.net/anime/41768/Yakou
7506,6.37,Yatogame-chan Kansatsu Nikki Sansatsume,TV (12 eps),Jan 2021 - Mar 2021,"13,835 members",https://myanimelist.net/anime/42959/Yatogame-chan_Kansatsu_Nikki_Sansatsume
7507,6.37,Yoru no Pierrot 360°,Music (1 eps),Sep 2021 - Sep 2021,315 members,https://myanimelist.net/anime/52982/Yoru_no_Pierrot_360°
7508,6.37,Zettai Karen Children: Oobanburumai! Natsuko to Hotaru no B.A.B.E.L. Tsuushin,Special (1 eps),Jan 2009 - Jan 2009,"2,895 members",https://myanimelist.net/anime/5849/Zettai_Karen_Children__Oobanburumai_Natsuko_to_Hotaru_no_BABEL_Tsuushin
7509,6.36,Touma Kishinden Oni,TV (25 eps),Oct 1995 - Mar 1996,"1,055 members",https://myanimelist.net/anime/2366/Touma_Kishinden_Oni
7510,6.36,Tsukipro The Animation 2,TV (13 eps),Jul 2021 - Dec 2021,"7,050 members",https://myanimelist.net/anime/37008/Tsukipro_The_Animation_2
7511,6.36,Twisted Wonderland 2nd Anniversary PV,ONA (1 eps),Mar 2022 - Mar 2022,591 members,https://myanimelist.net/anime/52216/Twisted_Wonderland_2nd_Anniversary_PV
7512,6.36,Watashi dake no Okosama Lunch,Movie (1 eps),Sep 2022 - Sep 2022,284 members,https://myanimelist.net/anime/53196/Watashi_dake_no_Okosama_Lunch
7513,6.36,Yasashii March,Movie (1 eps),May 2011 - May 2011,"2,016 members",https://myanimelist.net/anime/17010/Yasashii_March
7514,6.36,Yatogame-chan Kansatsu Nikki Nisatsume,TV (12 eps),Jan 2020 - Mar 2020,"18,366 members",https://myanimelist.net/anime/39960/Yatogame-chan_Kansatsu_Nikki_Nisatsume
7515,6.36,Yichang Shengwu Jianwenlu,ONA (13 eps),Jun 2019 - Sep 2019,"12,577 members",https://myanimelist.net/anime/39421/Yichang_Shengwu_Jianwenlu
7516,6.36,Yurumates,OVA (1 eps),Apr 2009 - Apr 2009,"6,526 members",https://myanimelist.net/anime/6148/Yurumates
7517,6.36,Zeno: Kagirinaki Ai ni,Movie (1 eps),May 1999 - May 1999,800 members,https://myanimelist.net/anime/4790/Zeno__Kagirinaki_Ai_ni
7518,6.36,Kirakira (2021),Music (1 eps),Dec 2021 - Dec 2021,399 members,https://myanimelist.net/anime/50505/Kirakira_2021
7519,6.36,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Ryou-san to Chuuken Lucky Monogatari - Kameari Dai Houimou wo Kawase!!,Special (1 eps),Oct 2005 - Oct 2005,561 members,https://myanimelist.net/anime/33876/Kochira_Katsushikaku_Kameari_Kouenmae_Hashutsujo__Ryou-san_to_Chuuken_Lucky_Monogatari_-_Kameari_Dai_Houimou_wo_Kawase
7520,6.36,Majime ni Fumajime Kaiketsu Zorori: Nazo no Otakara Daisakusen,Movie (1 eps),Mar 2006 - Mar 2006,689 members,https://myanimelist.net/anime/3659/Majime_ni_Fumajime_Kaiketsu_Zorori__Nazo_no_Otakara_Daisakusen
7521,6.36,Manga Hajimete Omoshiro Juku,TV (110 eps),Feb 1989 - Apr 1991,490 members,https://myanimelist.net/anime/10138/Manga_Hajimete_Omoshiro_Juku
7522,6.36,Mikan Enikki Specials,Special (2 eps),Aug 1993 - Aug 1993,500 members,https://myanimelist.net/anime/25661/Mikan_Enikki_Specials
7523,6.36,Mogu Mogu Yummy!,Music (1 eps),Feb 2021 - Feb 2021,459 members,https://myanimelist.net/anime/51526/Mogu_Mogu_Yummy
7524,6.36,Mori no Densetsu,Movie (1 eps),Dec 1987 - Dec 1987,"1,947 members",https://myanimelist.net/anime/2456/Mori_no_Densetsu
7525,6.36,Mori no Youki na Kobito-tachi: Belfy to Lillibit,TV (26 eps),Jan 1980 - Jun 1980,"1,593 members",https://myanimelist.net/anime/3810/Mori_no_Youki_na_Kobito-tachi__Belfy_to_Lillibit
7526,6.36,Mottainai (Special),Special (1 eps),Jul 2015 - Jul 2015,"4,085 members",https://myanimelist.net/anime/31144/Mottainai_Special
7527,6.36,Newsong,Music (1 eps),Jan 2012 - Jan 2012,"3,476 members",https://myanimelist.net/anime/40971/Newsong
7528,6.36,Origami Warriors,TV (52 eps),2004 - 2004,494 members,https://myanimelist.net/anime/8999/Origami_Warriors
7529,6.36,Otogi Story Tenshi no Shippo Specials,OVA (2 eps),Mar 2002 - Jul 2002,"2,197 members",https://myanimelist.net/anime/683/Otogi_Story_Tenshi_no_Shippo_Specials
7530,6.36,Recorder to Randoseru Mi☆ Special,Special (1 eps),Oct 2013 - Oct 2013,"6,606 members",https://myanimelist.net/anime/24935/Recorder_to_Randoseru_Mi☆_Special
7531,6.36,Sakura Taisen: Le Nouveau Paris,OVA (3 eps),Oct 2004 - Mar 2005,"2,858 members",https://myanimelist.net/anime/562/Sakura_Taisen__Le_Nouveau_Paris
7532,6.36,Sexy Commando Gaiden: Sugoi yo!! Masaru-san Specials,Special (2 eps),Apr 1998 - Apr 1998,"1,711 members",https://myanimelist.net/anime/1012/Sexy_Commando_Gaiden__Sugoi_yo_Masaru-san_Specials
7533,6.36,Slam Dunk: Ketsui no Shouhoku Basket-bu,Special (1 eps),Apr 1994 - Apr 1994,540 members,https://myanimelist.net/anime/52159/Slam_Dunk__Ketsui_no_Shouhoku_Basket-bu
7534,6.36,Tenkai Knights,TV (52 eps),Apr 2014 - Mar 2015,"4,743 members",https://myanimelist.net/anime/23067/Tenkai_Knights
7535,6.36,Ashita Sekai ga Owaru toshitemo,Movie (1 eps),Jan 2019 - Jan 2019,"23,912 members",https://myanimelist.net/anime/38464/Ashita_Sekai_ga_Owaru_toshitemo
7536,6.36,Bakusou Kyoudai Let's & Go!! WGP Bousou Mini Yonku Daitsuiseki,Movie (1 eps),Jul 1997 - Jul 1997,"1,073 members",https://myanimelist.net/anime/9858/Bakusou_Kyoudai_Lets___Go_WGP_Bousou_Mini_Yonku_Daitsuiseki
7537,6.36,Black Clover: Jump Festa 2018 Special,Special (1 eps),Nov 2018 - Nov 2018,"31,121 members",https://myanimelist.net/anime/38768/Black_Clover__Jump_Festa_2018_Special
7538,6.36,Boku no Kanojo ga Majimesugiru Sho-bitch na Ken OVA,OVA (1 eps),Mar 2018 - Mar 2018,"42,885 members",https://myanimelist.net/anime/36560/Boku_no_Kanojo_ga_Majimesugiru_Sho-bitch_na_Ken_OVA
7539,6.36,Choujin Koukousei-tachi wa Isekai demo Yoyuu de Ikinuku you desu!,TV (12 eps),Oct 2019 - Dec 2019,"248,736 members",https://myanimelist.net/anime/39523/Choujin_Koukousei-tachi_wa_Isekai_demo_Yoyuu_de_Ikinuku_you_desu
7540,6.36,Choujin Locke,Movie (1 eps),Mar 1984 - Mar 1984,"3,593 members",https://myanimelist.net/anime/3522/Choujin_Locke
7541,6.36,Comic Party Specials,Special (4 eps),Jan 2003 - Jan 2003,"3,816 members",https://myanimelist.net/anime/707/Comic_Party_Specials
7542,6.36,Dog Days'' Specials,Special (12 eps),Mar 2015 - Aug 2015,"3,397 members",https://myanimelist.net/anime/35063/Dog_Days_Specials
7543,6.36,"Dr. Slump Movie 02: ""Hoyoyo!"" Uchuu Daibouken",Movie (1 eps),Jul 1982 - Jul 1982,"1,694 members",https://myanimelist.net/anime/8546/Dr_Slump_Movie_02__Hoyoyo_Uchuu_Daibouken
7544,6.36,Eromanga-sensei,TV (12 eps),Apr 2017 - Jun 2017,"687,833 members",https://myanimelist.net/anime/32901/Eromanga-sensei
7545,6.36,Feng Yun Jue,Movie (1 eps),Jul 2008 - Jul 2008,"2,426 members",https://myanimelist.net/anime/5496/Feng_Yun_Jue
7546,6.36,FLCL Progressive,Movie (1 eps),Sep 2018 - Sep 2018,"127,075 members",https://myanimelist.net/anime/33010/FLCL_Progressive
7547,6.36,Fumikiri Jikan,TV (12 eps),Apr 2018 - Jun 2018,"40,978 members",https://myanimelist.net/anime/37188/Fumikiri_Jikan
7548,6.36,Fusha no Sha,Movie (1 eps),1988 - 1988,"1,019 members",https://myanimelist.net/anime/7477/Fusha_no_Sha
7549,6.36,Gakkatsu! 2nd Season,TV (25 eps),Jan 2013 - Sep 2013,"1,933 members",https://myanimelist.net/anime/17147/Gakkatsu_2nd_Season
7550,6.36,Galo Sengen,Music (1 eps),Jan 2011 - Jan 2011,"1,738 members",https://myanimelist.net/anime/20929/Galo_Sengen
7551,6.36,Gekitou! Crush Gear Turbo: Kaizabaan no Chousen,Movie (1 eps),Jul 2002 - Jul 2002,951 members,https://myanimelist.net/anime/19271/Gekitou_Crush_Gear_Turbo__Kaizabaan_no_Chousen
7552,6.36,Golden Douga Gekijou,ONA (? eps),Apr 2018 -,"5,697 members",https://myanimelist.net/anime/37755/Golden_Douga_Gekijou
7553,6.36,Gowapper 5 Gordam,TV (36 eps),Apr 1976 - Dec 1976,889 members,https://myanimelist.net/anime/7551/Gowapper_5_Gordam
7554,6.36,Granblue Fantasy,ONA (? eps),Nov 2013 -,"7,188 members",https://myanimelist.net/anime/34454/Granblue_Fantasy
7555,6.36,Guomin Laogong Dai Huijia 2nd season,ONA (12 eps),May 2017 - Jul 2017,"5,882 members",https://myanimelist.net/anime/37044/Guomin_Laogong_Dai_Huijia_2nd_season
7556,6.36,"Hachigatsu no Cinderella Nine: Tsuzuku, Monogatari",Special (1 eps),Sep 2021 - Sep 2021,"1,524 members",https://myanimelist.net/anime/49913/Hachigatsu_no_Cinderella_Nine__Tsuzuku_Monogatari
7557,6.36,Himitsu,Music (2 eps),Apr 2020 - Apr 2020,228 members,https://myanimelist.net/anime/41820/Himitsu
7558,6.36,Inakappe Taishou,TV (104 eps),Oct 1970 - Sep 1972,733 members,https://myanimelist.net/anime/8786/Inakappe_Taishou
7559,6.36,Itowanai feat. Miyu Tomita ＆ Kana Ichinose,Music (1 eps),Jan 2023 - Jan 2023,666 members,https://myanimelist.net/anime/54255/Itowanai_feat_Miyu_Tomita_＆_Kana_Ichinose
7560,6.36,K-On!: Ura-On!,Special (7 eps),Jul 2009 - Jan 2010,"60,935 members",https://myanimelist.net/anime/7017/K-On__Ura-On
7561,6.36,Kingyo Chuuihou! (Movie),Movie (1 eps),Apr 1992 - Apr 1992,772 members,https://myanimelist.net/anime/3155/Kingyo_Chuuihou_Movie
7562,6.35,AIUEO Anime Sekai no Douwa: Aesop Monogatari Anime Series,TV (26 eps),Jun 1989 - Dec 1989,874 members,https://myanimelist.net/anime/25717/AIUEO_Anime_Sekai_no_Douwa__Aesop_Monogatari_Anime_Series
7563,6.35,Ashita e Attack!,TV (23 eps),Apr 1977 - Sep 1977,"2,191 members",https://myanimelist.net/anime/4339/Ashita_e_Attack
7564,6.35,Babel Nisei,TV (39 eps),Jan 1973 - Sep 1973,"1,910 members",https://myanimelist.net/anime/1666/Babel_Nisei
7565,6.35,Beyond Creation,ONA (1 eps),Feb 2019 - Feb 2019,"1,546 members",https://myanimelist.net/anime/39334/Beyond_Creation
7566,6.35,Black Jack: Heian Sento,Movie (1 eps),1996 - 1996,"2,520 members",https://myanimelist.net/anime/10055/Black_Jack__Heian_Sento
7567,6.35,Bonobono (TV 2016),TV (? eps),Apr 2016 -,"2,916 members",https://myanimelist.net/anime/32353/Bonobono_TV_2016
7568,6.35,Chiba Pedal: Yowamushi Pedal to Manabu Jitensha Koutsuu Anzen,ONA (6 eps),Jul 2016 - Sep 2016,"5,136 members",https://myanimelist.net/anime/33522/Chiba_Pedal__Yowamushi_Pedal_to_Manabu_Jitensha_Koutsuu_Anzen
7569,6.35,Chironup no Kitsune,Movie (1 eps),Aug 1987 - Aug 1987,"1,177 members",https://myanimelist.net/anime/17689/Chironup_no_Kitsune
7570,6.35,Choujin Sentai Baratack,TV (31 eps),Jul 1977 - Mar 1978,"1,012 members",https://myanimelist.net/anime/6970/Choujin_Sentai_Baratack
7571,6.35,Cinderella Girls Gekijou: Kayou Cinderella Theater 3rd Season,ONA (7 eps),Jul 2018 - Sep 2018,"3,623 members",https://myanimelist.net/anime/37424/Cinderella_Girls_Gekijou__Kayou_Cinderella_Theater_3rd_Season
7572,6.35,Cyborg 009: Call of Justice 3,Movie (1 eps),Dec 2016 - Dec 2016,"4,176 members",https://myanimelist.net/anime/33687/Cyborg_009__Call_of_Justice_3
7573,6.35,Daishizen no Majuu: Bagi,Movie (1 eps),Aug 1984 - Aug 1984,"3,192 members",https://myanimelist.net/anime/2312/Daishizen_no_Majuu__Bagi
7574,6.35,Fairy Gone Part 2,TV (12 eps),Oct 2019 - Dec 2019,"45,982 members",https://myanimelist.net/anime/39811/Fairy_Gone_Part_2
7575,6.35,Future GPX Cyber Formula: Early Days Renewal,OVA (2 eps),Apr 1996 - Jun 1996,783 members,https://myanimelist.net/anime/1396/Future_GPX_Cyber_Formula__Early_Days_Renewal
7576,6.35,Gall Force 2: Destruction,OVA (1 eps),Nov 1987 - Nov 1987,"3,257 members",https://myanimelist.net/anime/2061/Gall_Force_2__Destruction
7577,6.35,Hamelin no Violin Hiki: The Movie,Movie (1 eps),Apr 1996 - Apr 1996,"2,565 members",https://myanimelist.net/anime/2207/Hamelin_no_Violin_Hiki__The_Movie
7578,6.35,Hamster Club,TV (140 eps),Oct 2000 - Mar 2001,984 members,https://myanimelist.net/anime/9900/Hamster_Club
7579,6.35,"Hanayaka Nari, Waga Ichizoku: Kinetograph",OVA (2 eps),Dec 2012 - Mar 2013,"15,089 members",https://myanimelist.net/anime/14145/Hanayaka_Nari_Waga_Ichizoku__Kinetograph
7580,6.35,Kagakushuu,Music (1 eps),Mar 2022 - Mar 2022,248 members,https://myanimelist.net/anime/53007/Kagakushuu
7581,6.35,Kaitei Choutokkyuu: Marine Express,Special (1 eps),Aug 1979 - Aug 1979,"1,519 members",https://myanimelist.net/anime/3175/Kaitei_Choutokkyuu__Marine_Express
7582,6.35,Kekkaishi: Yoshimori no Omoi,Special (1 eps),May 2007 - May 2007,816 members,https://myanimelist.net/anime/39315/Kekkaishi__Yoshimori_no_Omoi
7583,6.35,Uchuu Senkan Tiramisù II Specials,Special (4 eps),Jan 2019 - Jan 2019,"2,238 members",https://myanimelist.net/anime/39115/Uchuu_Senkan_Tiramisù_II_Specials
7584,6.35,Umi no Triton (1979),Movie (2 eps),Apr 1979 - May 1984,777 members,https://myanimelist.net/anime/7626/Umi_no_Triton_1979
7585,6.35,Utawarerumono Recaps,Special (2 eps),Nov 2006 - Dec 2006,"4,206 members",https://myanimelist.net/anime/6226/Utawarerumono_Recaps
7586,6.35,Venus Versus Virus,TV (12 eps),Jan 2007 - Mar 2007,"29,163 members",https://myanimelist.net/anime/1607/Venus_Versus_Virus
7587,6.35,We are Bulletproof: The Eternal,Music (1 eps),Jun 2020 - Jun 2020,428 members,https://myanimelist.net/anime/42199/We_are_Bulletproof__The_Eternal
7588,6.35,Wonder Garden,ONA (1 eps),Oct 2013 - Oct 2013,"7,496 members",https://myanimelist.net/anime/20965/Wonder_Garden
7589,6.35,Xiao Qian,Movie (1 eps),Jul 1997 - Jul 1997,"3,096 members",https://myanimelist.net/anime/315/Xiao_Qian
7590,6.35,Yume de Aetara (TV),TV (16 eps),Nov 1998 - Dec 1998,"7,237 members",https://myanimelist.net/anime/718/Yume_de_Aetara_TV
7591,6.35,Zhen Dao Ge: Chenshi Hang,ONA (1 eps),Feb 2022 - Feb 2022,515 members,https://myanimelist.net/anime/48914/Zhen_Dao_Ge__Chenshi_Hang
7592,6.35,Kinnikuman (Movie),Movie (1 eps),Jul 1984 - Jul 1984,"1,419 members",https://myanimelist.net/anime/3273/Kinnikuman_Movie
7593,6.35,"Kono Healer, Mendokusai",TV (12 eps),Apr 2022 - Jun 2022,"51,115 members",https://myanimelist.net/anime/48742/Kono_Healer_Mendokusai
7594,6.35,Kyou kara Omoide,Music (1 eps),Mar 2013 - Mar 2013,487 members,https://myanimelist.net/anime/42432/Kyou_kara_Omoide
7595,6.35,Li Linke de Xiao Guaner,ONA (10 eps),Apr 2021 - Jun 2021,"1,317 members",https://myanimelist.net/anime/48845/Li_Linke_de_Xiao_Guaner
7596,6.35,Luo Xiao Hei Zhan Ji: Fan Wai,ONA (5 eps),Jul 2011 - Nov 2020,905 members,https://myanimelist.net/anime/36588/Luo_Xiao_Hei_Zhan_Ji__Fan_Wai
7597,6.35,Lupin III: Pilot Film,Movie (1 eps),1969 - 1969,"10,210 members",https://myanimelist.net/anime/5225/Lupin_III__Pilot_Film
7598,6.35,Lupin the Third x Monkey Majik,Music (1 eps),Aug 2009 - Aug 2009,"3,485 members",https://myanimelist.net/anime/9035/Lupin_the_Third_x_Monkey_Majik
7599,6.35,Mashin Eiyuuden Wataru: Owarinaki Toki no Monogatari,OVA (3 eps),Oct 1993 - Feb 1994,822 members,https://myanimelist.net/anime/7601/Mashin_Eiyuuden_Wataru__Owarinaki_Toki_no_Monogatari
7600,6.35,Megami Kouhosei,TV (12 eps),Jan 2000 - Mar 2000,"21,617 members",https://myanimelist.net/anime/888/Megami_Kouhosei
7601,6.35,Monster Strike Anime: Kieyuku Uchuu-hen,ONA (13 eps),Oct 2017 - Jan 2018,"4,845 members",https://myanimelist.net/anime/36246/Monster_Strike_Anime__Kieyuku_Uchuu-hen
7602,6.35,Ookii 1 Nensei to Chiisana 2 Nensei,Movie (1 eps),Mar 2014 - Mar 2014,"4,652 members",https://myanimelist.net/anime/20907/Ookii_1_Nensei_to_Chiisana_2_Nensei
7603,6.35,Persona 4 the Animation: A Brief Lesson on Izanagi & Izanami,Special (1 eps),Apr 2013 - Apr 2013,"6,999 members",https://myanimelist.net/anime/25259/Persona_4_the_Animation__A_Brief_Lesson_on_Izanagi___Izanami
7604,6.35,Princess Princess Specials,Special (12 eps),Jul 2006 - Dec 2006,"2,232 members",https://myanimelist.net/anime/30625/Princess_Princess_Specials
7605,6.35,RoboMasters the Animated Series,TV (6 eps),Oct 2017 - Nov 2017,"12,375 members",https://myanimelist.net/anime/34903/RoboMasters_the_Animated_Series
7606,6.35,Sanctuary,OVA (1 eps),May 1996 - May 1996,"4,825 members",https://myanimelist.net/anime/2698/Sanctuary
7607,6.35,Seikon no Qwaser,TV (24 eps),Jan 2010 - Jun 2010,"317,160 members",https://myanimelist.net/anime/6500/Seikon_no_Qwaser
7608,6.35,Sengoku Basara Movie: 4-Koma Gekijou - Another Last Party,Special (5 eps),Dec 2011 - Dec 2011,"3,246 members",https://myanimelist.net/anime/18549/Sengoku_Basara_Movie__4-Koma_Gekijou_-_Another_Last_Party
7609,6.35,Shin Hikari Shinwa: Palutena no Kagami,ONA (3 eps),Mar 2012 - Mar 2012,"4,252 members",https://myanimelist.net/anime/13251/Shin_Hikari_Shinwa__Palutena_no_Kagami
7610,6.35,Shingeki no Bahamut: Genesis - Roundup,Special (1 eps),Nov 2014 - Nov 2014,"15,862 members",https://myanimelist.net/anime/28447/Shingeki_no_Bahamut__Genesis_-_Roundup
7611,6.35,Shiny Racers,Music (1 eps),Jun 2021 - Jun 2021,561 members,https://myanimelist.net/anime/49189/Shiny_Racers
7612,6.35,Shippuu! Iron Leaguer: Silver no Hata no Moto ni,OVA (5 eps),Nov 1994 - Apr 1995,503 members,https://myanimelist.net/anime/13449/Shippuu_Iron_Leaguer__Silver_no_Hata_no_Moto_ni
7613,6.35,Shouwa Ahozoushi Akanuke Ichiban!,TV (22 eps),Oct 1985 - Mar 1986,"1,224 members",https://myanimelist.net/anime/17211/Shouwa_Ahozoushi_Akanuke_Ichiban
7614,6.35,The☆Doraemons: Mushimushi Pyonpyon Daisakusen!,Movie (1 eps),Mar 1998 - Mar 1998,"1,547 members",https://myanimelist.net/anime/2626/The☆Doraemons__Mushimushi_Pyonpyon_Daisakusen
7615,6.35,Tian Xin Ge Ge,TV (52 eps),Oct 2011 - Nov 2011,425 members,https://myanimelist.net/anime/33739/Tian_Xin_Ge_Ge
7616,6.35,Tokyo 24-ku,TV (12 eps),Jan 2022 - Apr 2022,"61,601 members",https://myanimelist.net/anime/50204/Tokyo_24-ku
7617,6.34,Kodai Ouja Kyouryuu King,TV (49 eps),Feb 2007 - Jan 2008,"24,417 members",https://myanimelist.net/anime/3576/Kodai_Ouja_Kyouryuu_King
7618,6.34,Light Lag,Music (1 eps),Jul 2011 - Jul 2011,"1,578 members",https://myanimelist.net/anime/12661/Light_Lag
7619,6.34,Mu Wang Zhi Wang: Xuan Guan Si,ONA (20 eps),Dec 2017 - Apr 2018,602 members,https://myanimelist.net/anime/39720/Mu_Wang_Zhi_Wang__Xuan_Guan_Si
7620,6.34,Ningen Fushin no Boukensha-tachi ga Sekai wo Sukuu you desu,TV (12 eps),Jan 2023 - Mar 2023,"121,664 members",https://myanimelist.net/anime/49612/Ningen_Fushin_no_Boukensha-tachi_ga_Sekai_wo_Sukuu_you_desu
7621,6.34,Otogi Juushi Akazukin OVA,OVA (1 eps),Feb 2005 - Feb 2005,"1,901 members",https://myanimelist.net/anime/402/Otogi_Juushi_Akazukin_OVA
7622,6.34,PriPri Chii-chan!!,TV (36 eps),Apr 2017 - Dec 2017,"3,273 members",https://myanimelist.net/anime/34799/PriPri_Chii-chan
7623,6.34,Project A-Ko 3: Cinderella Rhapsody,OVA (1 eps),Jun 1988 - Jun 1988,"5,458 members",https://myanimelist.net/anime/1297/Project_A-Ko_3__Cinderella_Rhapsody
7624,6.34,Sasurai no Shoujo Nell,TV (26 eps),Oct 1979 - Apr 1980,"1,638 members",https://myanimelist.net/anime/3877/Sasurai_no_Shoujo_Nell
7625,6.34,Sol Bianca: Taiyou no Fune,OVA (6 eps),Sep 1999 - Oct 2000,"5,031 members",https://myanimelist.net/anime/1444/Sol_Bianca__Taiyou_no_Fune
7626,6.34,Stippling,Music (1 eps),Jan 2021 - Jan 2021,250 members,https://myanimelist.net/anime/49148/Stippling
7627,6.34,Taichi Senjimon,TV (39 eps),Apr 2007 - Jan 2008,"1,635 members",https://myanimelist.net/anime/7522/Taichi_Senjimon
7628,6.34,Tatoeba Last Dungeon Mae no Mura no Shounen ga Joban no Machi de Kurasu Youna Monogatari,TV (12 eps),Jan 2021 - Mar 2021,"259,170 members",https://myanimelist.net/anime/40594/Tatoeba_Last_Dungeon_Mae_no_Mura_no_Shounen_ga_Joban_no_Machi_de_Kurasu_Youna_Monogatari
7629,6.34,The SoulTaker: Tamashii-gari,TV (13 eps),Apr 2001 - Jul 2001,"25,582 members",https://myanimelist.net/anime/1048/The_SoulTaker__Tamashii-gari
7630,6.34,Argento Soma: Hitori to Hitori,Special (1 eps),Mar 2002 - Mar 2002,"3,829 members",https://myanimelist.net/anime/1789/Argento_Soma__Hitori_to_Hitori
7631,6.34,"Attakai, Fuyu Canada",ONA (1 eps),Sep 2017 - Sep 2017,"1,757 members",https://myanimelist.net/anime/36404/Attakai_Fuyu_Canada
7632,6.34,Battle Spirits: Shounen Toppa Bashin,TV (50 eps),Sep 2008 - Sep 2009,"3,484 members",https://myanimelist.net/anime/5082/Battle_Spirits__Shounen_Toppa_Bashin
7633,6.34,Breakers,TV (16 eps),Jan 2020 - May 2020,"10,209 members",https://myanimelist.net/anime/40850/Breakers
7634,6.34,Cyborg 009: Call of Justice 2,Movie (1 eps),Dec 2016 - Dec 2016,"3,967 members",https://myanimelist.net/anime/33686/Cyborg_009__Call_of_Justice_2
7635,6.34,Fight Ippatsu! Juuden-chan!! OVA,OVA (1 eps),Jan 2014 - Jan 2014,"3,195 members",https://myanimelist.net/anime/21599/Fight_Ippatsu_Juuden-chan_OVA
7636,6.34,Ganbare! Kickers Specials,Special (3 eps),Jan 1988 - Jan 1988,890 members,https://myanimelist.net/anime/33498/Ganbare_Kickers_Specials
7637,6.34,Gokujou!! Mecha Mote Iinchou,TV (51 eps),Apr 2009 - Mar 2010,"7,970 members",https://myanimelist.net/anime/6117/Gokujou_Mecha_Mote_Iinchou
7638,6.34,Hajimari no Sokudo,Music (1 eps),Jun 2016 - Jun 2016,"3,469 members",https://myanimelist.net/anime/39884/Hajimari_no_Sokudo
7639,6.34,Hello Kitty no Cinderella,Movie (1 eps),Jul 1989 - Jul 1989,"1,401 members",https://myanimelist.net/anime/9291/Hello_Kitty_no_Cinderella
7640,6.34,Hyouken no Majutsushi ga Sekai wo Suberu,TV (12 eps),Jan 2023 - Mar 2023,"107,625 members",https://myanimelist.net/anime/51711/Hyouken_no_Majutsushi_ga_Sekai_wo_Suberu
7641,6.34,Ikoku Meiro no Croisée Picture Drama,Special (6 eps),Oct 2011 - Mar 2012,"3,930 members",https://myanimelist.net/anime/10905/Ikoku_Meiro_no_Croisée_Picture_Drama
7642,6.34,Imaginary Express,Music (1 eps),Oct 2020 - Oct 2020,207 members,https://myanimelist.net/anime/51005/Imaginary_Express
7643,6.34,Jigoku Shoujo Recap,Special (1 eps),Jan 2006 - Jan 2006,"2,956 members",https://myanimelist.net/anime/40667/Jigoku_Shoujo_Recap
7644,6.34,Kimi wa Houkago Insomnia PV,ONA (1 eps),Oct 2021 - Oct 2021,437 members,https://myanimelist.net/anime/52822/Kimi_wa_Houkago_Insomnia_PV
7645,6.34,"Tsunagu, Soramoyou",Music (1 eps),Sep 2018 - Sep 2018,938 members,https://myanimelist.net/anime/38392/Tsunagu_Soramoyou
7646,6.34,Utawarerumono OVA Picture Drama,Special (3 eps),Jun 2009 - Jun 2010,"5,468 members",https://myanimelist.net/anime/6743/Utawarerumono_OVA_Picture_Drama
7647,6.34,Wo Shi Jiang Xiaobai 2nd Season,ONA (12 eps),Nov 2018 - Jan 2019,"1,977 members",https://myanimelist.net/anime/38556/Wo_Shi_Jiang_Xiaobai_2nd_Season
7648,6.34,Yume de Aetara,OVA (3 eps),Apr 1998 - Dec 1998,"5,391 members",https://myanimelist.net/anime/715/Yume_de_Aetara
7649,6.33,Uchuu Senkan Tiramisù Specials,Special (3 eps),Jun 2018 - Jul 2018,"3,545 members",https://myanimelist.net/anime/37866/Uchuu_Senkan_Tiramisù_Specials
7650,6.33,X-Men,TV (12 eps),Apr 2011 - Jun 2011,"26,564 members",https://myanimelist.net/anime/6919/X-Men
7651,6.33,Xenosaga The Animation,TV (12 eps),Jan 2005 - Mar 2005,"19,977 members",https://myanimelist.net/anime/184/Xenosaga_The_Animation
