ranking,score,title,number_of_episodes,emission_date,number_members,url
858,7.83,Trigun Stampede,TV (12 eps),Jan 2023 - Mar 2023,"116,335 members",https://myanimelist.net/anime/52093/Trigun_Stampede
859,7.83,Yuusha-Ou GaoGaiGar,TV (49 eps),Feb 1997 - Jan 1998,"20,433 members",https://myanimelist.net/anime/890/Yuusha-Ou_GaoGaiGar
860,7.83,91 Days,TV (12 eps),Jul 2016 - Oct 2016,"677,320 members",https://myanimelist.net/anime/32998/91_Days
861,7.83,Aoki Hagane no Arpeggio: Ars Nova Movie 2 - Cadenza,Movie (1 eps),Oct 2015 - Oct 2015,"30,353 members",https://myanimelist.net/anime/24921/Aoki_Hagane_no_Arpeggio__Ars_Nova_Movie_2_-_Cadenza
862,7.83,Berserk: Ougon Jidai-hen - Memorial Edition,TV (13 eps),Oct 2022 - Dec 2022,"29,756 members",https://myanimelist.net/anime/52976/Berserk__Ougon_Jidai-hen_-_Memorial_Edition
863,7.83,Break Blade Movie 4: Sanka no Chi,Movie (1 eps),Oct 2010 - Oct 2010,"56,886 members",https://myanimelist.net/anime/9465/Break_Blade_Movie_4__Sanka_no_Chi
864,7.83,Capeta,TV (52 eps),Oct 2005 - Sep 2006,"25,699 members",https://myanimelist.net/anime/388/Capeta
865,7.83,Danshi Koukousei no Nichijou Specials,Special (6 eps),Apr 2012 - Sep 2012,"131,585 members",https://myanimelist.net/anime/12893/Danshi_Koukousei_no_Nichijou_Specials
866,7.83,Gungrave,TV (26 eps),Oct 2003 - Mar 2004,"182,260 members",https://myanimelist.net/anime/267/Gungrave
867,7.83,Haikyuu!! Riku vs. Kuu,OVA (2 eps),Jan 2020 - Jan 2020,"276,776 members",https://myanimelist.net/anime/40262/Haikyuu_Riku_vs_Kuu
868,7.83,I'm Your Treasure Box: Anata wa Marine Senchou wo Takarabako kara Mitsuketa.,Music (1 eps),Jul 2022 - Jul 2022,"2,836 members",https://myanimelist.net/anime/52575/Im_Your_Treasure_Box__Anata_wa_Marine_Senchou_wo_Takarabako_kara_Mitsuketa
869,7.83,Kidou Senshi Gundam: Senkou no Hathaway,Movie (1 eps),Jun 2021 - Jun 2021,"31,748 members",https://myanimelist.net/anime/37765/Kidou_Senshi_Gundam__Senkou_no_Hathaway
870,7.83,Kobayashi-san Chi no Maid Dragon S: Nippon no Omotenashi - Attend wa Dragon desu,Special (1 eps),Jan 2022 - Jan 2022,"65,467 members",https://myanimelist.net/anime/49893/Kobayashi-san_Chi_no_Maid_Dragon_S__Nippon_no_Omotenashi_-_Attend_wa_Dragon_desu
871,7.83,Kokoro ga Sakebitagatterunda.,Movie (1 eps),Sep 2015 - Sep 2015,"314,518 members",https://myanimelist.net/anime/28725/Kokoro_ga_Sakebitagatterunda
872,7.83,Mairimashita! Iruma-kun 3rd Season,TV (21 eps),Oct 2022 - Mar 2023,"151,130 members",https://myanimelist.net/anime/49784/Mairimashita_Iruma-kun_3rd_Season
873,7.83,Oniisama e...,TV (39 eps),Jul 1991 - May 1992,"43,244 members",https://myanimelist.net/anime/795/Oniisama_e
874,7.83,Planetarian: Hoshi no Hito,Movie (1 eps),Sep 2016 - Sep 2016,"45,778 members",https://myanimelist.net/anime/33190/Planetarian__Hoshi_no_Hito
875,7.83,Seto no Hanayome OVA,OVA (2 eps),Nov 2008 - Jan 2009,"51,946 members",https://myanimelist.net/anime/4163/Seto_no_Hanayome_OVA
876,7.83,Suzumiya Haruhi no Yuuutsu,TV (14 eps),Apr 2006 - Jul 2006,"882,406 members",https://myanimelist.net/anime/849/Suzumiya_Haruhi_no_Yuuutsu
877,7.83,Tasogare Otome x Amnesia,TV (12 eps),Apr 2012 - Jun 2012,"385,869 members",https://myanimelist.net/anime/12445/Tasogare_Otome_x_Amnesia
878,7.83,Tentai Senshi Sunred 2nd Season,TV (26 eps),Oct 2009 - Mar 2010,"7,805 members",https://myanimelist.net/anime/6582/Tentai_Senshi_Sunred_2nd_Season
879,7.82,Little Witch Academia (TV),TV (25 eps),Jan 2017 - Jun 2017,"610,261 members",https://myanimelist.net/anime/33489/Little_Witch_Academia_TV
880,7.82,Lupin III: The First,Movie (1 eps),Dec 2019 - Dec 2019,"29,559 members",https://myanimelist.net/anime/40082/Lupin_III__The_First
881,7.82,Mahoujin Guruguru (2017),TV (24 eps),Jul 2017 - Dec 2017,"31,846 members",https://myanimelist.net/anime/34745/Mahoujin_Guruguru_2017
882,7.82,Princess Connect! Re:Dive Season 2,TV (12 eps),Jan 2022 - Mar 2022,"114,820 members",https://myanimelist.net/anime/42670/Princess_Connect_Re_Dive_Season_2
883,7.82,Shingeki no Kyojin Season 2 Movie: Kakusei no Houkou,Movie (1 eps),Jan 2018 - Jan 2018,"63,656 members",https://myanimelist.net/anime/36702/Shingeki_no_Kyojin_Season_2_Movie__Kakusei_no_Houkou
884,7.82,Somali to Mori no Kamisama,TV (12 eps),Jan 2020 - Mar 2020,"273,694 members",https://myanimelist.net/anime/39575/Somali_to_Mori_no_Kamisama
885,7.82,There She Is!!,ONA (5 eps),Apr 2003 - Dec 2008,"24,245 members",https://myanimelist.net/anime/6505/There_She_Is
886,7.82,Working'!!,TV (13 eps),Oct 2011 - Dec 2011,"256,019 members",https://myanimelist.net/anime/10521/Working
887,7.82,Yuru Yuri♪♪,TV (12 eps),Jul 2012 - Sep 2012,"178,952 members",https://myanimelist.net/anime/12403/Yuru_Yuri♪♪
888,7.82,Blue Period,TV (12 eps),Oct 2021 - Dec 2021,"414,481 members",https://myanimelist.net/anime/46352/Blue_Period
889,7.82,Bungou Stray Dogs,TV (12 eps),Apr 2016 - Jun 2016,"1,274,962 members",https://myanimelist.net/anime/31478/Bungou_Stray_Dogs
890,7.82,Eikoku Koi Monogatari Emma: Molders-hen,TV (12 eps),Apr 2007 - Jul 2007,"25,801 members",https://myanimelist.net/anime/2035/Eikoku_Koi_Monogatari_Emma__Molders-hen
891,7.82,Flanders no Inu (Movie),Movie (1 eps),Mar 1997 - Mar 1997,"21,299 members",https://myanimelist.net/anime/2623/Flanders_no_Inu_Movie
892,7.82,Haikyuu!! (OVA),OVA (10 eps),Mar 2020 - Mar 2020,"29,298 members",https://myanimelist.net/anime/40372/Haikyuu_OVA
893,7.82,Hidamari Sketch x 365,TV (13 eps),Jul 2008 - Sep 2008,"30,904 members",https://myanimelist.net/anime/3604/Hidamari_Sketch_x_365
894,7.81,Aggressive Retsuko (ONA) 3rd Season,ONA (10 eps),Aug 2020 - Aug 2020,"82,412 members",https://myanimelist.net/anime/40215/Aggressive_Retsuko_ONA_3rd_Season
895,7.81,Akachan to Boku,TV (35 eps),Jul 1996 - Mar 1997,"21,777 members",https://myanimelist.net/anime/1485/Akachan_to_Boku
896,7.81,Beastars 2nd Season,TV (12 eps),Jan 2021 - Mar 2021,"406,982 members",https://myanimelist.net/anime/40935/Beastars_2nd_Season
897,7.81,Break Blade Movie 5: Shisen no Hate,Movie (1 eps),Jan 2011 - Jan 2011,"54,652 members",https://myanimelist.net/anime/9724/Break_Blade_Movie_5__Shisen_no_Hate
898,7.81,City Hunter 3,TV (13 eps),Oct 1989 - Jan 1990,"20,196 members",https://myanimelist.net/anime/1472/City_Hunter_3
899,7.81,Detective Conan Movie 08: Time Travel of the Silver Sky,Special (1 eps),Apr 2004 - Apr 2004,"20,724 members",https://myanimelist.net/anime/7304/Detective_Conan_Movie_08__Time_Travel_of_the_Silver_Sky
900,7.81,Doupo Cangqiong: Nian Fan,ONA (52 eps),Jul 2022 -,"4,547 members",https://myanimelist.net/anime/51039/Doupo_Cangqiong__Nian_Fan
901,7.81,Enen no Shouboutai: Ni no Shou,TV (24 eps),Jul 2020 - Dec 2020,"698,405 members",https://myanimelist.net/anime/40956/Enen_no_Shouboutai__Ni_no_Shou
902,7.81,Fate/Grand Carnival,OVA (4 eps),Dec 2020 - Oct 2021,"49,120 members",https://myanimelist.net/anime/44248/Fate_Grand_Carnival
903,7.81,Fate/Grand Order: Shuukyoku Tokuiten - Kani Jikan Shinden Solomon,Movie (1 eps),Jul 2021 - Jul 2021,"65,635 members",https://myanimelist.net/anime/41497/Fate_Grand_Order__Shuukyoku_Tokuiten_-_Kani_Jikan_Shinden_Solomon
904,7.81,Goku Sayonara Zetsubou Sensei,OVA (3 eps),Oct 2008 - Feb 2009,"62,943 members",https://myanimelist.net/anime/4872/Goku_Sayonara_Zetsubou_Sensei
905,7.81,Igano Kabamaru,TV (24 eps),Oct 1983 - Mar 1984,"10,566 members",https://myanimelist.net/anime/2762/Igano_Kabamaru
906,7.81,Jungle wa Itsumo Hare nochi Guu,TV (26 eps),Apr 2001 - Sep 2001,"33,077 members",https://myanimelist.net/anime/253/Jungle_wa_Itsumo_Hare_nochi_Guu
907,7.81,Kuroko no Basket: Tip Off,Special (1 eps),Feb 2013 - Feb 2013,"100,292 members",https://myanimelist.net/anime/16916/Kuroko_no_Basket__Tip_Off
908,7.81,Let You Down,Music (1 eps),Sep 2022 - Sep 2022,"7,305 members",https://myanimelist.net/anime/53013/Let_You_Down
909,7.81,Lupin the IIIrd: Jigen Daisuke no Bohyou,Movie (1 eps),Jun 2014 - Jun 2014,"27,442 members",https://myanimelist.net/anime/23293/Lupin_the_IIIrd__Jigen_Daisuke_no_Bohyou
910,7.81,Maria-sama ga Miteru 3rd,OVA (5 eps),Dec 2006 - Jul 2007,"21,824 members",https://myanimelist.net/anime/1729/Maria-sama_ga_Miteru_3rd
911,7.81,Owarimonogatari 2nd Season Recaps,Special (2 eps),Aug 2017 - Aug 2017,"24,725 members",https://myanimelist.net/anime/36796/Owarimonogatari_2nd_Season_Recaps
912,7.81,Shingeki no Kyojin: Lost Girls,OVA (3 eps),Dec 2017 - Aug 2018,"287,314 members",https://myanimelist.net/anime/36106/Shingeki_no_Kyojin__Lost_Girls
913,7.81,Slayers Try,TV (26 eps),Apr 1997 - Sep 1997,"53,141 members",https://myanimelist.net/anime/1172/Slayers_Try
914,7.81,Tamayura: Sotsugyou Shashin Part 3 - Akogare,Movie (1 eps),Nov 2015 - Nov 2015,"9,326 members",https://myanimelist.net/anime/29830/Tamayura__Sotsugyou_Shashin_Part_3_-_Akogare
915,7.81,Yi Nian Yong Heng,ONA (52 eps),Aug 2020 - Jul 2021,"13,800 members",https://myanimelist.net/anime/41923/Yi_Nian_Yong_Heng
916,7.80,Wolf's Rain,TV (26 eps),Jan 2003 - Jul 2003,"316,722 members",https://myanimelist.net/anime/202/Wolfs_Rain
917,7.80,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 2 - Tamashii,Movie (1 eps),Apr 2017 - Apr 2017,"13,867 members",https://myanimelist.net/anime/34375/Yuuki_Yuuna_wa_Yuusha_de_Aru__Washio_Sumi_no_Shou_2_-_Tamashii
918,7.80,Baby Steps,TV (25 eps),Apr 2014 - Sep 2014,"142,787 members",https://myanimelist.net/anime/21185/Baby_Steps
919,7.80,Detective Conan Movie 07: Crossroad in the Ancient Capital,Movie (1 eps),Apr 2003 - Apr 2003,"49,321 members",https://myanimelist.net/anime/1366/Detective_Conan_Movie_07__Crossroad_in_the_Ancient_Capital
920,7.80,Emiya-san Chi no Kyou no Gohan,ONA (13 eps),Jan 2018 - Jan 2019,"123,416 members",https://myanimelist.net/anime/37033/Emiya-san_Chi_no_Kyou_no_Gohan
921,7.80,Ghost (Music),Music (1 eps),Apr 2021 - Apr 2021,"2,267 members",https://myanimelist.net/anime/50030/Ghost_Music
922,7.80,Hibike! Euphonium Movie 2: Todoketai Melody,Movie (1 eps),Sep 2017 - Sep 2017,"27,806 members",https://myanimelist.net/anime/35082/Hibike_Euphonium_Movie_2__Todoketai_Melody
923,7.80,Hidamari Sketch x ☆☆☆ Specials,Special (2 eps),Oct 2010 - Oct 2010,"14,459 members",https://myanimelist.net/anime/9563/Hidamari_Sketch_x_☆☆☆_Specials
924,7.80,InuYasha Movie 3: Tenka Hadou no Ken,Movie (1 eps),Dec 2003 - Dec 2003,"97,512 members",https://myanimelist.net/anime/451/InuYasha_Movie_3__Tenka_Hadou_no_Ken
925,7.80,Jormungand,TV (12 eps),Apr 2012 - Jun 2012,"342,624 members",https://myanimelist.net/anime/12413/Jormungand
926,7.80,Kuroko no Basket Movie 3: Winter Cup - Tobira no Mukou,Movie (1 eps),Dec 2016 - Dec 2016,"38,657 members",https://myanimelist.net/anime/32871/Kuroko_no_Basket_Movie_3__Winter_Cup_-_Tobira_no_Mukou
927,7.80,Last Exile,TV (26 eps),Apr 2003 - Sep 2003,"168,769 members",https://myanimelist.net/anime/97/Last_Exile
928,7.80,Little Witch Academia,Movie (1 eps),Mar 2013 - Mar 2013,"303,119 members",https://myanimelist.net/anime/14349/Little_Witch_Academia
929,7.80,Lucky☆Star: Original na Visual to Animation,OVA (1 eps),Sep 2008 - Sep 2008,"128,957 members",https://myanimelist.net/anime/4472/Lucky☆Star__Original_na_Visual_to_Animation
930,7.80,Magi: Sinbad no Bouken,OVA (5 eps),May 2014 - Jul 2015,"128,870 members",https://myanimelist.net/anime/22097/Magi__Sinbad_no_Bouken
931,7.80,Marine Shukkou!!,Music (1 eps),Apr 2022 - Apr 2022,"4,801 members",https://myanimelist.net/anime/51710/Marine_Shukkou
932,7.80,Nodame Cantabile: Finale - Mine to Kiyora no Saikai,Special (1 eps),Apr 2010 - Apr 2010,"42,817 members",https://myanimelist.net/anime/8038/Nodame_Cantabile__Finale_-_Mine_to_Kiyora_no_Saikai
933,7.80,Psycho-Pass 3: First Inspector,ONA (3 eps),Mar 2020 - Mar 2020,"87,055 members",https://myanimelist.net/anime/40858/Psycho-Pass_3__First_Inspector
934,7.80,Saint☆Oniisan (Movie),Movie (1 eps),May 2013 - May 2013,"91,558 members",https://myanimelist.net/anime/15771/Saint☆Oniisan_Movie
935,7.80,Seikai no Senki II,TV (10 eps),Jul 2001 - Sep 2001,"22,922 members",https://myanimelist.net/anime/397/Seikai_no_Senki_II
936,7.79,Macross F Movie 1: Itsuwari no Utahime,Movie (1 eps),Nov 2009 - Nov 2009,"30,031 members",https://myanimelist.net/anime/5310/Macross_F_Movie_1__Itsuwari_no_Utahime
937,7.79,New Initial D Movie: Legend 2 - Tousou,Movie (1 eps),May 2015 - May 2015,"27,845 members",https://myanimelist.net/anime/28881/New_Initial_D_Movie__Legend_2_-_Tousou
938,7.79,Ojamajo Doremi Na-i-sho,OVA (13 eps),Jun 2004 - Dec 2004,"10,047 members",https://myanimelist.net/anime/1376/Ojamajo_Doremi_Na-i-sho
939,7.79,Saiyuuki Gaiden,OVA (3 eps),Mar 2011 - Nov 2011,"13,220 members",https://myanimelist.net/anime/9088/Saiyuuki_Gaiden
940,7.79,Seitokai Yakuindomo Movie 2,Movie (1 eps),Jan 2021 - Jan 2021,"29,327 members",https://myanimelist.net/anime/40814/Seitokai_Yakuindomo_Movie_2
941,7.79,Shadows House,TV (13 eps),Apr 2021 - Jul 2021,"223,462 members",https://myanimelist.net/anime/43439/Shadows_House
942,7.79,Shin Kidou Senki Gundam Wing: Endless Waltz Special,Movie (1 eps),Aug 1998 - Aug 1998,"57,674 members",https://myanimelist.net/anime/2273/Shin_Kidou_Senki_Gundam_Wing__Endless_Waltz_Special
943,7.79,Taishou Otome Otogibanashi,TV (12 eps),Oct 2021 - Dec 2021,"124,885 members",https://myanimelist.net/anime/45055/Taishou_Otome_Otogibanashi
944,7.79,The Last: Naruto the Movie,Movie (1 eps),Dec 2014 - Dec 2014,"567,317 members",https://myanimelist.net/anime/16870/The_Last__Naruto_the_Movie
945,7.79,Tokyo Ghoul,TV (12 eps),Jul 2014 - Sep 2014,"2,665,577 members",https://myanimelist.net/anime/22319/Tokyo_Ghoul
946,7.79,"Ame wo Matsu,",Music (1 eps),Jun 2020 - Jun 2020,"5,490 members",https://myanimelist.net/anime/42344/Ame_wo_Matsu
947,7.79,"Clannad: After Story - Mou Hitotsu no Sekai, Kyou-hen",Special (1 eps),Jul 2009 - Jul 2009,"256,452 members",https://myanimelist.net/anime/6351/Clannad__After_Story_-_Mou_Hitotsu_no_Sekai_Kyou-hen
948,7.79,Coquelicot-zaka kara,Movie (1 eps),Jul 2011 - Jul 2011,"186,500 members",https://myanimelist.net/anime/10029/Coquelicot-zaka_kara
949,7.79,Date A Live IV,TV (12 eps),Apr 2022 - Jun 2022,"222,142 members",https://myanimelist.net/anime/41461/Date_A_Live_IV
950,7.79,Detective Conan Movie 09: Strategy Above the Depths,Movie (1 eps),Apr 2005 - Apr 2005,"47,293 members",https://myanimelist.net/anime/1505/Detective_Conan_Movie_09__Strategy_Above_the_Depths
951,7.79,Doraemon (1979),TV (1787 eps),Apr 1979 - Mar 2005,"58,454 members",https://myanimelist.net/anime/2471/Doraemon_1979
952,7.79,Ginga Tetsudou 999,TV (113 eps),Sep 1978 - Mar 1981,"34,747 members",https://myanimelist.net/anime/1491/Ginga_Tetsudou_999
953,7.79,Go! Princess Precure,TV (50 eps),Feb 2015 - Jan 2016,"16,674 members",https://myanimelist.net/anime/28669/Go_Princess_Precure
954,7.79,Innocence,Movie (1 eps),Mar 2004 - Mar 2004,"154,951 members",https://myanimelist.net/anime/468/Innocence
955,7.79,Jungle wa Itsumo Hare nochi Guu Deluxe,OVA (6 eps),Aug 2002 - Jan 2003,"12,149 members",https://myanimelist.net/anime/254/Jungle_wa_Itsumo_Hare_nochi_Guu_Deluxe
956,7.79,Kekkai Sensen & Beyond,TV (12 eps),Oct 2017 - Dec 2017,"413,592 members",https://myanimelist.net/anime/34451/Kekkai_Sensen___Beyond
957,7.78,Break Blade Movie 3: Kyoujin no Ato,Movie (1 eps),Sep 2010 - Sep 2010,"58,038 members",https://myanimelist.net/anime/9252/Break_Blade_Movie_3__Kyoujin_no_Ato
958,7.78,Chuan Shu Zijiu Zhinan,ONA (10 eps),Sep 2020 - Oct 2020,"17,002 members",https://myanimelist.net/anime/38990/Chuan_Shu_Zijiu_Zhinan
959,7.78,Code Geass: Hangyaku no Lelouch R2 Special Edition - Zero Requiem,OVA (1 eps),Jul 2009 - Jul 2009,"47,118 members",https://myanimelist.net/anime/6768/Code_Geass__Hangyaku_no_Lelouch_R2_Special_Edition_-_Zero_Requiem
960,7.78,Detective Conan Movie 12: Full Score of Fear,Movie (1 eps),Apr 2008 - Apr 2008,"44,971 members",https://myanimelist.net/anime/4447/Detective_Conan_Movie_12__Full_Score_of_Fear
961,7.78,Digimon Adventure: Bokura no War Game!,Movie (1 eps),Mar 2000 - Mar 2000,"75,029 members",https://myanimelist.net/anime/2397/Digimon_Adventure__Bokura_no_War_Game
962,7.78,Giant Robo the Animation: Chikyuu ga Seishi Suru Hi,OVA (7 eps),Jul 1992 - Jan 1998,"25,370 members",https://myanimelist.net/anime/2321/Giant_Robo_the_Animation__Chikyuu_ga_Seishi_Suru_Hi
963,7.78,Gochuumon wa Usagi desu ka??,TV (12 eps),Oct 2015 - Dec 2015,"125,425 members",https://myanimelist.net/anime/29787/Gochuumon_wa_Usagi_desu_ka
964,7.78,Gochuumon wa Usagi desu ka?? Dear My Sister,Movie (1 eps),Nov 2017 - Nov 2017,"39,781 members",https://myanimelist.net/anime/33280/Gochuumon_wa_Usagi_desu_ka_Dear_My_Sister
965,7.78,Hoozuki no Reitetsu,TV (13 eps),Jan 2014 - Apr 2014,"126,464 members",https://myanimelist.net/anime/20431/Hoozuki_no_Reitetsu
966,7.78,Jin-Rou,Movie (1 eps),Jun 2000 - Jun 2000,"164,561 members",https://myanimelist.net/anime/570/Jin-Rou
967,7.78,Kara no Kyoukai Movie 2: Satsujin Kousatsu (Zen),Movie (1 eps),Dec 2007 - Dec 2007,"231,324 members",https://myanimelist.net/anime/3782/Kara_no_Kyoukai_Movie_2__Satsujin_Kousatsu_Zen
968,7.78,Tonikaku Kawaii: Seifuku,Special (1 eps),Nov 2022 - Nov 2022,"68,583 members",https://myanimelist.net/anime/51533/Tonikaku_Kawaii__Seifuku
969,7.78,Tunshi Xingkong 2nd Season,ONA (104 eps),Dec 2021 -,"4,196 members",https://myanimelist.net/anime/49571/Tunshi_Xingkong_2nd_Season
970,7.78,Kumichou Musume to Sewagakari,TV (12 eps),Jul 2022 - Sep 2022,"183,706 members",https://myanimelist.net/anime/49776/Kumichou_Musume_to_Sewagakari
971,7.78,Magic Kaito,Special (12 eps),Apr 2010 - Dec 2012,"68,965 members",https://myanimelist.net/anime/8310/Magic_Kaito
972,7.78,Mind Game,Movie (1 eps),Aug 2004 - Aug 2004,"80,817 members",https://myanimelist.net/anime/875/Mind_Game
973,7.78,New Initial D Movie: Legend 1 - Kakusei,Movie (1 eps),Aug 2014 - Aug 2014,"34,773 members",https://myanimelist.net/anime/19613/New_Initial_D_Movie__Legend_1_-_Kakusei
974,7.78,Saraiya Goyou,TV (12 eps),Apr 2010 - Jul 2010,"88,828 members",https://myanimelist.net/anime/7588/Saraiya_Goyou
975,7.78,Sekaiichi Hatsukoi: Valentine-hen,Movie (1 eps),Mar 2014 - Mar 2014,"39,864 members",https://myanimelist.net/anime/20815/Sekaiichi_Hatsukoi__Valentine-hen
976,7.77,Kochira Katsushikaku Kameari Kouenmae Hashutsujo,TV (373 eps),Jun 1996 - Dec 2004,"17,185 members",https://myanimelist.net/anime/3545/Kochira_Katsushikaku_Kameari_Kouenmae_Hashutsujo
977,7.77,Kubikiri Cycle: Aoiro Savant to Zaregotozukai,OVA (8 eps),Oct 2016 - Sep 2017,"100,092 members",https://myanimelist.net/anime/33263/Kubikiri_Cycle__Aoiro_Savant_to_Zaregotozukai
978,7.77,Love Live! School Idol Project 2nd Season,TV (13 eps),Apr 2014 - Jun 2014,"249,347 members",https://myanimelist.net/anime/19111/Love_Live_School_Idol_Project_2nd_Season
979,7.77,Lupin III vs. Detective Conan,Special (1 eps),Mar 2009 - Mar 2009,"33,864 members",https://myanimelist.net/anime/6115/Lupin_III_vs_Detective_Conan
980,7.77,Lupin III: Part II,TV (155 eps),Oct 1977 - Oct 1980,"32,984 members",https://myanimelist.net/anime/1425/Lupin_III__Part_II
981,7.77,Lupin the Third: Mine Fujiko to Iu Onna,TV (13 eps),Apr 2012 - Jun 2012,"60,388 members",https://myanimelist.net/anime/13203/Lupin_the_Third__Mine_Fujiko_to_Iu_Onna
982,7.77,Saenai Heroine no Sodatekata ♭,TV (11 eps),Apr 2017 - Jun 2017,"347,411 members",https://myanimelist.net/anime/30727/Saenai_Heroine_no_Sodatekata_♭
983,7.77,Snow Halation,Music (1 eps),Dec 2010 - Dec 2010,"21,768 members",https://myanimelist.net/anime/9930/Snow_Halation
984,7.77,Star☆Twinkle Precure: Hoshi no Uta ni Omoi wo Komete,Movie (1 eps),Oct 2019 - Oct 2019,"3,514 members",https://myanimelist.net/anime/38850/Star☆Twinkle_Precure__Hoshi_no_Uta_ni_Omoi_wo_Komete
985,7.77,Texhnolyze,TV (22 eps),Apr 2003 - Sep 2003,"235,831 members",https://myanimelist.net/anime/26/Texhnolyze
986,7.77,The Disappearance of Conan Edogawa: The Worst Two Days in History,Special (1 eps),Dec 2014 - Dec 2014,"12,397 members",https://myanimelist.net/anime/21867/The_Disappearance_of_Conan_Edogawa__The_Worst_Two_Days_in_History
987,7.77,Aria the Crepuscolo,Movie (1 eps),Mar 2021 - Mar 2021,"11,012 members",https://myanimelist.net/anime/41674/Aria_the_Crepuscolo
988,7.77,Crayon Shin-chan,TV (? eps),Apr 1992 -,"78,436 members",https://myanimelist.net/anime/966/Crayon_Shin-chan
989,7.77,Digimon Adventure,TV (54 eps),Mar 1999 - Mar 2000,"386,025 members",https://myanimelist.net/anime/552/Digimon_Adventure
990,7.77,Fight Song,Music (1 eps),Dec 2022 - Dec 2022,"2,030 members",https://myanimelist.net/anime/54026/Fight_Song
991,7.77,Grisaia no Rakuen,TV (10 eps),Apr 2015 - Jun 2015,"393,208 members",https://myanimelist.net/anime/29095/Grisaia_no_Rakuen
992,7.77,Hadashi no Gen,Movie (1 eps),Jul 1983 - Jul 1983,"49,289 members",https://myanimelist.net/anime/1824/Hadashi_no_Gen
993,7.77,"Haikyuu!! vs. ""Akaten""",OVA (1 eps),May 2016 - May 2016,"87,707 members",https://myanimelist.net/anime/35806/Haikyuu_vs_Akaten
994,7.77,Heike Monogatari,TV (11 eps),Jan 2022 - Mar 2022,"72,294 members",https://myanimelist.net/anime/49738/Heike_Monogatari
995,7.77,Hidamari Sketch x SP,Special (2 eps),Oct 2011 - Nov 2011,"14,314 members",https://myanimelist.net/anime/11237/Hidamari_Sketch_x_SP
996,7.77,High Score Girl,TV (12 eps),Jul 2018 - Sep 2018,"243,372 members",https://myanimelist.net/anime/21877/High_Score_Girl
997,7.77,Yuru Yuri Nachuyachumi!+,Special (2 eps),Aug 2015 - Sep 2015,"53,088 members",https://myanimelist.net/anime/30902/Yuru_Yuri_Nachuyachumi_
998,7.76,Zan Sayonara Zetsubou Sensei Bangaichi,OVA (2 eps),Nov 2009 - Feb 2010,"39,089 members",https://myanimelist.net/anime/7044/Zan_Sayonara_Zetsubou_Sensei_Bangaichi
999,7.76,Maria-sama ga Miteru 4th,TV (13 eps),Jan 2009 - Mar 2009,"21,611 members",https://myanimelist.net/anime/3750/Maria-sama_ga_Miteru_4th
1000,7.76,Overlord II,TV (13 eps),Jan 2018 - Apr 2018,"952,190 members",https://myanimelist.net/anime/35073/Overlord_II
1001,7.76,Ranma ½,TV (161 eps),Apr 1989 - Sep 1992,"242,552 members",https://myanimelist.net/anime/210/Ranma_½
1002,7.76,Saiyuuki Reload: Burial,OVA (3 eps),Apr 2007 - Dec 2007,"13,006 members",https://myanimelist.net/anime/2143/Saiyuuki_Reload__Burial
1003,7.76,Seitokai Yakuindomo OVA,OVA (8 eps),Apr 2011 - Oct 2013,"125,009 members",https://myanimelist.net/anime/10119/Seitokai_Yakuindomo_OVA
1004,7.76,Shen Yin Wangzuo 2nd Season,ONA (26 eps),Nov 2022 -,"1,720 members",https://myanimelist.net/anime/52684/Shen_Yin_Wangzuo_2nd_Season
1005,7.76,Shiki Specials,Special (2 eps),May 2011 - Jun 2011,"68,887 members",https://myanimelist.net/anime/10083/Shiki_Specials
1006,7.76,Sonny Boy,TV (12 eps),Jul 2021 - Oct 2021,"270,977 members",https://myanimelist.net/anime/48849/Sonny_Boy
1007,7.76,The Everlasting Guilty Crown,Music (1 eps),Mar 2012 - Mar 2012,"35,049 members",https://myanimelist.net/anime/17949/The_Everlasting_Guilty_Crown
1008,7.76,Ai no Utagoe wo Kikasete,Movie (1 eps),Oct 2021 - Oct 2021,"80,772 members",https://myanimelist.net/anime/42847/Ai_no_Utagoe_wo_Kikasete
1009,7.76,Akagami no Shirayuki-hime,TV (12 eps),Jul 2015 - Sep 2015,"635,499 members",https://myanimelist.net/anime/30123/Akagami_no_Shirayuki-hime
1010,7.76,Akage no Anne,TV (50 eps),Jan 1979 - Dec 1979,"30,446 members",https://myanimelist.net/anime/283/Akage_no_Anne
1011,7.76,BanG Dream! Garupa☆Pico,ONA (26 eps),Jul 2018 - Dec 2018,"20,746 members",https://myanimelist.net/anime/37873/BanG_Dream_Garupa☆Pico
1012,7.76,Cardcaptor Sakura: Clear Card-hen Prologue - Sakura to Futatsu no Kuma,OVA (1 eps),Sep 2017 - Sep 2017,"40,712 members",https://myanimelist.net/anime/35320/Cardcaptor_Sakura__Clear_Card-hen_Prologue_-_Sakura_to_Futatsu_no_Kuma
1013,7.76,Colorful (Movie),Movie (1 eps),Aug 2010 - Aug 2010,"188,296 members",https://myanimelist.net/anime/8142/Colorful_Movie
1014,7.76,Detective Conan OVA 10: Kid in Trap Island,OVA (1 eps),Apr 2010 - Apr 2010,"17,827 members",https://myanimelist.net/anime/8609/Detective_Conan_OVA_10__Kid_in_Trap_Island
