ranking,score,title,number_of_episodes,emission_date,number_members,url
3051,7.22,Zutto Mae kara Suki deshita. Kokuhaku Jikkou Iinkai,Movie (1 eps),Apr 2016 - Apr 2016,"217,229 members",https://myanimelist.net/anime/31245/Zutto_Mae_kara_Suki_deshita_Kokuhaku_Jikkou_Iinkai
3052,7.21,Touhou Niji Sousaku Doujin Anime: Musou Kakyou,OVA (? eps),Dec 2008 -,"37,878 members",https://myanimelist.net/anime/9874/Touhou_Niji_Sousaku_Doujin_Anime__Musou_Kakyou
3053,7.21,Uragiri wa Boku no Namae wo Shitteiru,TV (24 eps),Apr 2010 - Sep 2010,"97,032 members",https://myanimelist.net/anime/7058/Uragiri_wa_Boku_no_Namae_wo_Shitteiru
3054,7.21,Basquash!,TV (26 eps),Apr 2009 - Oct 2009,"45,222 members",https://myanimelist.net/anime/5675/Basquash
3055,7.21,Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,TV (13 eps),Jul 2013 - Sep 2013,"899,764 members",https://myanimelist.net/anime/16592/Danganronpa__Kibou_no_Gakuen_to_Zetsubou_no_Koukousei_The_Animation
3056,7.21,Darling in the FranXX,TV (24 eps),Jan 2018 - Jul 2018,"1,546,479 members",https://myanimelist.net/anime/35849/Darling_in_the_FranXX
3057,7.21,Dead Leaves,Movie (1 eps),Jan 2004 - Jan 2004,"89,410 members",https://myanimelist.net/anime/974/Dead_Leaves
3058,7.21,Diamond Fusion,Music (1 eps),Apr 2018 - Apr 2018,"2,577 members",https://myanimelist.net/anime/37863/Diamond_Fusion
3059,7.21,Dirty Pair,TV (24 eps),Jul 1985 - Dec 1985,"29,822 members",https://myanimelist.net/anime/424/Dirty_Pair
3060,7.21,Doraemon Movie 32: Nobita to Kiseki no Shima - Animal Adventure,Movie (1 eps),Mar 2012 - Mar 2012,"5,852 members",https://myanimelist.net/anime/11053/Doraemon_Movie_32__Nobita_to_Kiseki_no_Shima_-_Animal_Adventure
3061,7.21,Galaxy Angel 4,TV (13 eps),Jul 2004 - Sep 2004,"7,898 members",https://myanimelist.net/anime/655/Galaxy_Angel_4
3062,7.21,Giant Gorg,TV (26 eps),Apr 1984 - Sep 1984,"5,795 members",https://myanimelist.net/anime/3327/Giant_Gorg
3063,7.21,Ginga e Kickoff!!,TV (39 eps),Mar 2012 - Feb 2013,"26,109 members",https://myanimelist.net/anime/12875/Ginga_e_Kickoff
3064,7.21,Gugure! Kokkuri-san Specials,Special (11 eps),Dec 2014 - May 2015,"15,314 members",https://myanimelist.net/anime/27945/Gugure_Kokkuri-san_Specials
3065,7.21,Gundam Build Fighters Try,TV (25 eps),Oct 2014 - Apr 2015,"42,501 members",https://myanimelist.net/anime/24625/Gundam_Build_Fighters_Try
3066,7.21,Hakushaku to Yousei,TV (12 eps),Sep 2008 - Dec 2008,"120,721 members",https://myanimelist.net/anime/4551/Hakushaku_to_Yousei
3067,7.21,Hetalia: The World Twinkle Specials,Special (3 eps),Oct 2015 - Dec 2015,"7,574 members",https://myanimelist.net/anime/31158/Hetalia__The_World_Twinkle_Specials
3068,7.21,Higurashi no Naku Koro ni Kaku: Outbreak,OVA (1 eps),Aug 2013 - Aug 2013,"67,757 members",https://myanimelist.net/anime/16700/Higurashi_no_Naku_Koro_ni_Kaku__Outbreak
3069,7.21,Hunter x Hunter Pilot,OVA (1 eps),Jul 1998 - Jul 1998,"27,236 members",https://myanimelist.net/anime/10189/Hunter_x_Hunter_Pilot
3070,7.21,JoJo no Kimyou na Bouken: Adventure,OVA (7 eps),May 2000 - Jan 2002,"77,436 members",https://myanimelist.net/anime/665/JoJo_no_Kimyou_na_Bouken__Adventure
3071,7.21,Juu Ou Sei,TV (11 eps),Apr 2006 - Jun 2006,"71,127 members",https://myanimelist.net/anime/953/Juu_Ou_Sei
3072,7.21,Kamichama Karin,TV (26 eps),Apr 2007 - Sep 2007,"50,495 members",https://myanimelist.net/anime/1808/Kamichama_Karin
3073,7.21,Kara no Kyoukai Movie 8: Shuushou,Special (1 eps),Feb 2011 - Feb 2011,"114,556 members",https://myanimelist.net/anime/6954/Kara_no_Kyoukai_Movie_8__Shuushou
3074,7.21,Mitaiken Horizon,Music (1 eps),Sep 2019 - Sep 2019,"3,514 members",https://myanimelist.net/anime/40245/Mitaiken_Horizon
3075,7.21,"Mogyutto ""Love"" de Sekkinchuu!",Music (1 eps),Feb 2012 - Feb 2012,"13,419 members",https://myanimelist.net/anime/12637/Mogyutto_Love_de_Sekkinchuu
3076,7.21,Mondaiji-tachi ga Isekai kara Kuru Sou desu yo?: Onsen Manyuuki,OVA (1 eps),Jul 2013 - Jul 2013,"83,610 members",https://myanimelist.net/anime/16444/Mondaiji-tachi_ga_Isekai_kara_Kuru_Sou_desu_yo__Onsen_Manyuuki
3077,7.21,Moyashimon Returns,TV (11 eps),Jul 2012 - Sep 2012,"24,662 members",https://myanimelist.net/anime/13409/Moyashimon_Returns
3078,7.21,Nogizaka Haruka no Himitsu,TV (12 eps),Jul 2008 - Sep 2008,"131,427 members",https://myanimelist.net/anime/3467/Nogizaka_Haruka_no_Himitsu
3079,7.21,One Piece Movie 07: Karakuri-jou no Mecha Kyohei,Movie (1 eps),Mar 2006 - Mar 2006,"70,329 members",https://myanimelist.net/anime/465/One_Piece_Movie_07__Karakuri-jou_no_Mecha_Kyohei
3080,7.21,Re-Main,TV (12 eps),Jul 2021 - Oct 2021,"121,607 members",https://myanimelist.net/anime/48406/Re-Main
3081,7.21,Saiyuuki Reload Blast,TV (12 eps),Jul 2017 - Sep 2017,"39,403 members",https://myanimelist.net/anime/33726/Saiyuuki_Reload_Blast
3082,7.21,Sankarea: Wagahai mo... Zombie de Aru...,Special (1 eps),Nov 2012 - Nov 2012,"83,431 members",https://myanimelist.net/anime/16694/Sankarea__Wagahai_mo_Zombie_de_Aru
3083,7.21,Shin Gengou Nyankogelion,Music (1 eps),Jan 2021 - Jan 2021,"2,689 members",https://myanimelist.net/anime/47307/Shin_Gengou_Nyankogelion
3084,7.21,Suna no Wakusei feat. Hatsune Miku,Music (1 eps),Jul 2017 - Jul 2017,"3,302 members",https://myanimelist.net/anime/36173/Suna_no_Wakusei_feat_Hatsune_Miku
3085,7.21,Super Crooks,ONA (13 eps),Nov 2021 - Nov 2021,"69,281 members",https://myanimelist.net/anime/48453/Super_Crooks
3086,7.21,Tenchi Souzou Design-bu: Idea 13,Special (1 eps),Apr 2021 - Apr 2021,"11,894 members",https://myanimelist.net/anime/46587/Tenchi_Souzou_Design-bu__Idea_13
3087,7.21,Toaru Kagaku no Accelerator,TV (12 eps),Jul 2019 - Sep 2019,"221,353 members",https://myanimelist.net/anime/38480/Toaru_Kagaku_no_Accelerator
3088,7.21,Tokyo Majin Gakuen Kenpucho: Tou Dai Ni Maku,TV (12 eps),Jul 2007 - Oct 2007,"37,030 members",https://myanimelist.net/anime/2683/Tokyo_Majin_Gakuen_Kenpucho__Tou_Dai_Ni_Maku
3089,7.20,Kyou no 5 no 2,OVA (4 eps),Mar 2006 - Mar 2007,"30,085 members",https://myanimelist.net/anime/837/Kyou_no_5_no_2
3090,7.20,Kyou no 5 no 2 (TV),TV (13 eps),Oct 2008 - Dec 2008,"35,135 members",https://myanimelist.net/anime/4903/Kyou_no_5_no_2_TV
3091,7.20,Love Stage!!,TV (10 eps),Jul 2014 - Sep 2014,"249,398 members",https://myanimelist.net/anime/21105/Love_Stage
3092,7.20,Mai Mai Shinko to Sennen no Mahou,Movie (1 eps),Aug 2009 - Aug 2009,"15,031 members",https://myanimelist.net/anime/5084/Mai_Mai_Shinko_to_Sennen_no_Mahou
3093,7.20,Musekinin Kanchou Tylor OVA,OVA (10 eps),Oct 1994 - Aug 1996,"9,186 members",https://myanimelist.net/anime/1168/Musekinin_Kanchou_Tylor_OVA
3094,7.20,Nu Wushen de Canzhuo II,ONA (8 eps),Jul 2020 - Sep 2020,"6,598 members",https://myanimelist.net/anime/42206/Nu_Wushen_de_Canzhuo_II
3095,7.20,Oh! Edo Rocket,TV (26 eps),Apr 2007 - Sep 2007,"12,301 members",https://myanimelist.net/anime/2152/Oh_Edo_Rocket
3096,7.20,One Piece: Nenmatsu Tokubetsu Kikaku! Mugiwara no Luffy Oyabun Torimonochou,Special (1 eps),Dec 2005 - Dec 2005,"31,645 members",https://myanimelist.net/anime/2020/One_Piece__Nenmatsu_Tokubetsu_Kikaku_Mugiwara_no_Luffy_Oyabun_Torimonochou
3097,7.20,One Piece: Umi no Heso no Daibouken-hen,Special (1 eps),Dec 2000 - Dec 2000,"35,564 members",https://myanimelist.net/anime/1094/One_Piece__Umi_no_Heso_no_Daibouken-hen
3098,7.20,Outbreak Company,TV (12 eps),Oct 2013 - Dec 2013,"346,876 members",https://myanimelist.net/anime/19369/Outbreak_Company
3099,7.20,Plastic Neesan,ONA (12 eps),May 2011 - Jul 2012,"193,112 members",https://myanimelist.net/anime/10711/Plastic_Neesan
3100,7.20,Princess Nine: Kisaragi Joshikou Yakyuubu,TV (26 eps),Apr 1998 - Oct 1998,"11,900 members",https://myanimelist.net/anime/1846/Princess_Nine__Kisaragi_Joshikou_Yakyuubu
3101,7.20,Quanzhi Fashi,ONA (12 eps),Sep 2016 - Nov 2016,"129,068 members",https://myanimelist.net/anime/34300/Quanzhi_Fashi
3102,7.20,Saint Seiya: Shinku no Shounen Densetsu,Movie (1 eps),Jul 1988 - Jul 1988,"15,558 members",https://myanimelist.net/anime/1255/Saint_Seiya__Shinku_no_Shounen_Densetsu
3103,7.20,Saint Seiya: Tenkai-hen Josou - Overture,Movie (1 eps),Feb 2004 - Feb 2004,"23,261 members",https://myanimelist.net/anime/1259/Saint_Seiya__Tenkai-hen_Josou_-_Overture
3104,7.20,Sankarea OVA,OVA (2 eps),Jun 2012 - Nov 2012,"107,285 members",https://myanimelist.net/anime/13055/Sankarea_OVA
3105,7.20,Selector Destructed WIXOSS Movie,Movie (1 eps),Feb 2016 - Feb 2016,"17,752 members",https://myanimelist.net/anime/31280/Selector_Destructed_WIXOSS_Movie
3106,7.20,"Sengoku Basara Ni: Ryuko, Itadaki no Chikai! Atsuki Mirai e Kakeru Tamashii!!",Special (1 eps),Apr 2011 - Apr 2011,"7,379 members",https://myanimelist.net/anime/10483/Sengoku_Basara_Ni__Ryuko_Itadaki_no_Chikai_Atsuki_Mirai_e_Kakeru_Tamashii
3107,7.20,Sentou Yousei Yukikaze,OVA (5 eps),Aug 2002 - Aug 2005,"18,397 members",https://myanimelist.net/anime/1080/Sentou_Yousei_Yukikaze
3108,7.20,Shikabane Hime: Aka,TV (13 eps),Oct 2008 - Dec 2008,"119,835 members",https://myanimelist.net/anime/4581/Shikabane_Hime__Aka
3109,7.20,Shingeki! Kyojin Chuugakkou,TV (12 eps),Oct 2015 - Dec 2015,"248,196 members",https://myanimelist.net/anime/31374/Shingeki_Kyojin_Chuugakkou
3110,7.20,Steins;Gate 0: Kesshou Takei no Valentine - Bittersweet Intermedio,Special (1 eps),Dec 2018 - Dec 2018,"98,174 members",https://myanimelist.net/anime/37492/Steins_Gate_0__Kesshou_Takei_no_Valentine_-_Bittersweet_Intermedio
3111,7.20,Sword Art Online,TV (25 eps),Jul 2012 - Dec 2012,"2,922,988 members",https://myanimelist.net/anime/11757/Sword_Art_Online
3112,7.20,Tactics,TV (25 eps),Oct 2004 - Mar 2005,"40,113 members",https://myanimelist.net/anime/173/Tactics
3113,7.20,Taiho Shichau zo: Full Throttle,TV (23 eps),Oct 2007 - Mar 2008,"9,633 members",https://myanimelist.net/anime/3000/Taiho_Shichau_zo__Full_Throttle
3114,7.20,Tantei Opera Milky Holmes Dai 2 Maku,TV (12 eps),Jan 2012 - Mar 2012,"18,075 members",https://myanimelist.net/anime/11341/Tantei_Opera_Milky_Holmes_Dai_2_Maku
3115,7.20,Tatakau Shisho: The Book of Bantorra,TV (27 eps),Oct 2009 - Apr 2010,"62,815 members",https://myanimelist.net/anime/6758/Tatakau_Shisho__The_Book_of_Bantorra
3116,7.20,Tenchi Muyou! in Love 2: Harukanaru Omoi,Movie (1 eps),Apr 1999 - Apr 1999,"15,890 members",https://myanimelist.net/anime/1144/Tenchi_Muyou_in_Love_2__Harukanaru_Omoi
3117,7.20,Tenchi Muyou! Ryououki 3rd Season: Tenchi Seirou naredo Namitakashi?,OVA (1 eps),Sep 2005 - Sep 2005,"11,442 members",https://myanimelist.net/anime/1147/Tenchi_Muyou_Ryououki_3rd_Season__Tenchi_Seirou_naredo_Namitakashi
3118,7.20,The Cockpit,OVA (3 eps),Oct 1993 - Jan 1994,"13,507 members",https://myanimelist.net/anime/2500/The_Cockpit
3119,7.20,Thermae Romae Novae,ONA (11 eps),Mar 2022 - Mar 2022,"21,270 members",https://myanimelist.net/anime/43693/Thermae_Romae_Novae
3120,7.20,"Tokyo Ghoul: ""Pinto""",OVA (1 eps),Dec 2015 - Dec 2015,"205,469 members",https://myanimelist.net/anime/31297/Tokyo_Ghoul__Pinto
3121,7.20,Touhou Niji Sousaku Doujin Anime: Musou Kakyou Special,OVA (1 eps),May 2014 - May 2014,"9,760 members",https://myanimelist.net/anime/30547/Touhou_Niji_Sousaku_Doujin_Anime__Musou_Kakyou_Special
3122,7.20,Video Girl Ai,OVA (6 eps),Mar 1992 - Aug 1992,"28,485 members",https://myanimelist.net/anime/201/Video_Girl_Ai
3123,7.20,Yes! Precure 5,TV (49 eps),Feb 2007 - Jan 2008,"16,293 members",https://myanimelist.net/anime/1932/Yes_Precure_5
3124,7.20,Yes! Precure 5 GoGo!,TV (48 eps),Feb 2008 - Jan 2009,"10,202 members",https://myanimelist.net/anime/3692/Yes_Precure_5_GoGo
3125,7.20,07-Ghost,TV (25 eps),Apr 2009 - Sep 2009,"207,658 members",https://myanimelist.net/anime/5525/07-Ghost
3126,7.20,Aikatsu Friends!,TV (50 eps),Apr 2018 - Mar 2019,"11,367 members",https://myanimelist.net/anime/37204/Aikatsu_Friends
3127,7.20,Amagami SS+ Plus: Extra Episode+ Plus,Special (6 eps),Apr 2012 - Sep 2012,"35,811 members",https://myanimelist.net/anime/12669/Amagami_SS__Plus__Extra_Episode__Plus
3128,7.20,Bai Yao Pu 2nd Season,ONA (12 eps),Jul 2021 - Sep 2021,"3,360 members",https://myanimelist.net/anime/44067/Bai_Yao_Pu_2nd_Season
3129,7.20,Ben-To,TV (12 eps),Oct 2011 - Dec 2011,"317,663 members",https://myanimelist.net/anime/10396/Ben-To
3130,7.20,Cat's Eye,TV (73 eps),Jul 1983 - Jul 1985,"20,089 members",https://myanimelist.net/anime/2043/Cats_Eye
3131,7.20,Cencoroll Connect,Movie (1 eps),Jun 2019 - Jun 2019,"37,828 members",https://myanimelist.net/anime/9488/Cencoroll_Connect
3132,7.20,Cybersix,TV (13 eps),Sep 1999 - Nov 1999,"9,879 members",https://myanimelist.net/anime/2383/Cybersix
3133,7.20,Dash! Kappei,TV (65 eps),Oct 1981 - Dec 1982,"5,266 members",https://myanimelist.net/anime/2748/Dash_Kappei
3134,7.20,Digimon Adventure tri. 6: Bokura no Mirai,Movie (1 eps),May 2018 - May 2018,"43,794 members",https://myanimelist.net/anime/36466/Digimon_Adventure_tri_6__Bokura_no_Mirai
3135,7.20,Doraemon Movie 17: Nobita to Ginga Express,Movie (1 eps),Mar 1996 - Mar 1996,"7,584 members",https://myanimelist.net/anime/2675/Doraemon_Movie_17__Nobita_to_Ginga_Express
3136,7.20,Doraemon Movie 19: Nobita no Nankai Daibouken,Movie (1 eps),Mar 1998 - Mar 1998,"7,061 members",https://myanimelist.net/anime/2664/Doraemon_Movie_19__Nobita_no_Nankai_Daibouken
3137,7.20,Doraemon Movie 22: Nobita to Tsubasa no Yuusha-tachi,Movie (1 eps),Mar 2001 - Mar 2001,"5,457 members",https://myanimelist.net/anime/2654/Doraemon_Movie_22__Nobita_to_Tsubasa_no_Yuusha-tachi
3138,7.20,Dragon Ball: Episode of Bardock,Special (1 eps),Dec 2011 - Dec 2011,"110,305 members",https://myanimelist.net/anime/12231/Dragon_Ball__Episode_of_Bardock
3139,7.20,Figure 17: Tsubasa & Hikaru,TV (13 eps),May 2001 - May 2002,"13,115 members",https://myanimelist.net/anime/1126/Figure_17__Tsubasa___Hikaru
3140,7.20,Futari wa Precure: Splash☆Star,TV (49 eps),Feb 2006 - Jan 2007,"12,753 members",https://myanimelist.net/anime/1534/Futari_wa_Precure__Splash☆Star
3141,7.20,Gegege no Kitarou (2018),TV (97 eps),Apr 2018 - Mar 2020,"48,016 members",https://myanimelist.net/anime/37140/Gegege_no_Kitarou_2018
3142,7.20,Girls & Panzer Specials,Special (6 eps),Dec 2012 - Jun 2013,"37,175 members",https://myanimelist.net/anime/15811/Girls___Panzer_Specials
3143,7.20,Girls & Panzer: Saishuushou Part 3 Specials,Special (2 eps),Dec 2021 - Dec 2021,"5,156 members",https://myanimelist.net/anime/49690/Girls___Panzer__Saishuushou_Part_3_Specials
3144,7.20,God Eater,TV (13 eps),Jul 2015 - Mar 2016,"527,689 members",https://myanimelist.net/anime/27631/God_Eater
3145,7.20,Gunjou,Music (1 eps),Dec 2020 - Dec 2020,485 members,https://myanimelist.net/anime/51479/Gunjou
3146,7.20,Hetalia: The World Twinkle,ONA (15 eps),Jul 2015 - Oct 2015,"40,478 members",https://myanimelist.net/anime/28607/Hetalia__The_World_Twinkle
3147,7.20,Higurashi no Naku Koro ni Gou,TV (24 eps),Oct 2020 - Mar 2021,"258,947 members",https://myanimelist.net/anime/41006/Higurashi_no_Naku_Koro_ni_Gou
3148,7.20,"Inari, Konkon, Koi Iroha.",TV (10 eps),Jan 2014 - Mar 2014,"159,415 members",https://myanimelist.net/anime/20457/Inari_Konkon_Koi_Iroha
3149,7.20,Jinrui wa Suitai Shimashita Specials,Special (6 eps),Sep 2012 - Feb 2013,"19,462 members",https://myanimelist.net/anime/15617/Jinrui_wa_Suitai_Shimashita_Specials
3150,7.20,Jormungand: Perfect Order Recap,Special (1 eps),Oct 2012 - Oct 2012,"12,581 members",https://myanimelist.net/anime/15735/Jormungand__Perfect_Order_Recap
3151,7.20,Kaijuu no Kodomo,Movie (1 eps),Jun 2019 - Jun 2019,"99,740 members",https://myanimelist.net/anime/37981/Kaijuu_no_Kodomo
3152,7.20,Kakegurui××,TV (12 eps),Jan 2019 - Mar 2019,"728,512 members",https://myanimelist.net/anime/37086/Kakegurui××
3153,7.20,Kindaichi Shounen no Jikenbo Specials,Special (2 eps),Nov 2007 - Nov 2007,"2,610 members",https://myanimelist.net/anime/3245/Kindaichi_Shounen_no_Jikenbo_Specials
3154,7.19,Amagami SS: Tachibana Miya-hen - Imouto,Special (1 eps),Apr 2011 - Apr 2011,"53,273 members",https://myanimelist.net/anime/9925/Amagami_SS__Tachibana_Miya-hen_-_Imouto
3155,7.19,Aoharu x Kikanjuu: Kemono-tachi no Senjou da na!,Special (1 eps),Dec 2015 - Dec 2015,"35,842 members",https://myanimelist.net/anime/31754/Aoharu_x_Kikanjuu__Kemono-tachi_no_Senjou_da_na
3156,7.19,Arabian Nights: Sindbad no Bouken (TV),TV (52 eps),Oct 1975 - Sep 1976,"6,932 members",https://myanimelist.net/anime/2825/Arabian_Nights__Sindbad_no_Bouken_TV
3157,7.19,Arifureta Shokugyou de Sekai Saikyou 2nd Season,TV (12 eps),Jan 2022 - Mar 2022,"336,583 members",https://myanimelist.net/anime/40507/Arifureta_Shokugyou_de_Sekai_Saikyou_2nd_Season
3158,7.19,Arte,TV (12 eps),Apr 2020 - Jun 2020,"122,721 members",https://myanimelist.net/anime/40128/Arte
3159,7.19,Ayashi no Ceres,TV (24 eps),Apr 2000 - Sep 2000,"60,261 members",https://myanimelist.net/anime/104/Ayashi_no_Ceres
3160,7.19,B: The Beginning,ONA (12 eps),Mar 2018 - Mar 2018,"330,167 members",https://myanimelist.net/anime/32827/B__The_Beginning
3161,7.19,Cheonnyeon-yeowoo Yeowoobi,Movie (1 eps),Jan 2007 - Jan 2007,"13,962 members",https://myanimelist.net/anime/2756/Cheonnyeon-yeowoo_Yeowoobi
3162,7.19,Chibi Revenger,ONA (24 eps),Apr 2021 - Sep 2021,"9,716 members",https://myanimelist.net/anime/48735/Chibi_Revenger
3163,7.19,Crayon Shin-chan Movie 11: Arashi wo Yobu Eikou no Yakiniku Road,Movie (1 eps),Apr 2003 - Apr 2003,"4,622 members",https://myanimelist.net/anime/8363/Crayon_Shin-chan_Movie_11__Arashi_wo_Yobu_Eikou_no_Yakiniku_Road
3164,7.19,Date A Live II,TV (10 eps),Apr 2014 - Jun 2014,"608,175 members",https://myanimelist.net/anime/19163/Date_A_Live_II
3165,7.19,Date A Live III,TV (12 eps),Jan 2019 - Mar 2019,"367,206 members",https://myanimelist.net/anime/36633/Date_A_Live_III
3166,7.19,Daze,Music (1 eps),May 2014 - May 2014,"6,625 members",https://myanimelist.net/anime/24429/Daze
3167,7.19,Denki-gai no Honya-san,TV (12 eps),Oct 2014 - Dec 2014,"126,699 members",https://myanimelist.net/anime/24031/Denki-gai_no_Honya-san
3168,7.19,Detective Conan OVA 08: High School Girl Detective Sonoko Suzuki's Case Files,OVA (1 eps),2008 - 2008,"12,616 members",https://myanimelist.net/anime/6198/Detective_Conan_OVA_08__High_School_Girl_Detective_Sonoko_Suzukis_Case_Files
3169,7.19,Dimension W,TV (12 eps),Jan 2016 - Mar 2016,"290,388 members",https://myanimelist.net/anime/31163/Dimension_W
3170,7.19,Druaga no Tou: The Sword of Uruk,TV (12 eps),Jan 2009 - Mar 2009,"73,442 members",https://myanimelist.net/anime/4726/Druaga_no_Tou__The_Sword_of_Uruk
3171,7.19,Edomae Elf,TV (12 eps),Apr 2023 -,"22,009 members",https://myanimelist.net/anime/52081/Edomae_Elf
3172,7.19,Fate/Apocrypha,TV (25 eps),Jul 2017 - Dec 2017,"454,769 members",https://myanimelist.net/anime/34662/Fate_Apocrypha
3173,7.19,Fate/kaleid liner Prisma☆Illya Movie: Licht - Namae no Nai Shoujo,Movie (1 eps),Aug 2021 - Aug 2021,"31,407 members",https://myanimelist.net/anime/42030/Fate_kaleid_liner_Prisma☆Illya_Movie__Licht_-_Namae_no_Nai_Shoujo
3174,7.19,Haikara-san ga Tooru,TV (42 eps),Jun 1978 - Mar 1979,"6,003 members",https://myanimelist.net/anime/3335/Haikara-san_ga_Tooru
3175,7.19,Healin' Good♡Precure Movie: Yume no Machi de Kyun! Tto GoGo! Dai Henshin!!,Movie (1 eps),Mar 2021 - Mar 2021,"2,217 members",https://myanimelist.net/anime/42422/Healin_Good♡Precure_Movie__Yume_no_Machi_de_Kyun_Tto_GoGo_Dai_Henshin
3176,7.19,Hetalia Axis Powers Fan Disc,OVA (1 eps),May 2010 - May 2010,"13,367 members",https://myanimelist.net/anime/9865/Hetalia_Axis_Powers_Fan_Disc
3177,7.19,Housekishou Richard-shi no Nazo Kantei,TV (12 eps),Jan 2020 - Mar 2020,"63,208 members",https://myanimelist.net/anime/40230/Housekishou_Richard-shi_no_Nazo_Kantei
3178,7.19,Kiddy Grade,TV (24 eps),Oct 2002 - Mar 2003,"44,873 members",https://myanimelist.net/anime/274/Kiddy_Grade
3179,7.19,Kimi ga Nozomu Eien,TV (14 eps),Oct 2003 - Jan 2004,"138,448 members",https://myanimelist.net/anime/147/Kimi_ga_Nozomu_Eien
3180,7.19,Kimi no Iru Machi: Tasogare Kousaten,OVA (2 eps),Mar 2012 - Jun 2012,"42,052 members",https://myanimelist.net/anime/11313/Kimi_no_Iru_Machi__Tasogare_Kousaten
3181,7.19,Kono Bijutsu-bu ni wa Mondai ga Aru!,TV (12 eps),Jul 2016 - Sep 2016,"290,413 members",https://myanimelist.net/anime/31952/Kono_Bijutsu-bu_ni_wa_Mondai_ga_Aru
3182,7.19,Kuroshitsuji Recap,Special (1 eps),Jan 2009 - Jan 2009,"38,594 members",https://myanimelist.net/anime/6163/Kuroshitsuji_Recap
3183,7.19,Kuruneko,TV (50 eps),Jul 2009 - Jun 2010,"4,757 members",https://myanimelist.net/anime/6604/Kuruneko
3184,7.19,Le Chevalier D'Eon,TV (24 eps),Jul 2006 - Feb 2007,"58,000 members",https://myanimelist.net/anime/1013/Le_Chevalier_DEon
3185,7.19,Ling Qi,ONA (20 eps),Jun 2016 - Nov 2016,"87,122 members",https://myanimelist.net/anime/33605/Ling_Qi
3186,7.19,Little Nemo,Movie (1 eps),Jul 1989 - Jul 1989,"9,848 members",https://myanimelist.net/anime/2286/Little_Nemo
3187,7.19,Love Hina Haru Special: Kimi Sakura Chiru Nakare!!,Special (1 eps),Apr 2001 - Apr 2001,"51,966 members",https://myanimelist.net/anime/192/Love_Hina_Haru_Special__Kimi_Sakura_Chiru_Nakare
3188,7.19,Mahou Sensei Negima!: Mou Hitotsu no Sekai Extra - Mahou Shoujo Yue♥,OVA (1 eps),Nov 2010 - Nov 2010,"9,638 members",https://myanimelist.net/anime/10628/Mahou_Sensei_Negima__Mou_Hitotsu_no_Sekai_Extra_-_Mahou_Shoujo_Yue♥
3189,7.19,Mainichi Kaasan,TV (142 eps),Apr 2009 - Mar 2012,"3,088 members",https://myanimelist.net/anime/6116/Mainichi_Kaasan
3190,7.19,Megami no Café Terrace,TV (12 eps),Apr 2023 -,"39,825 members",https://myanimelist.net/anime/52973/Megami_no_Café_Terrace
3191,7.19,Meng Qi Shi Shen: Huanxi Zhui Hun,ONA (12 eps),Jul 2022 - Sep 2022,"3,447 members",https://myanimelist.net/anime/51203/Meng_Qi_Shi_Shen__Huanxi_Zhui_Hun
3192,7.19,Mikan Enikki,TV (30 eps),Oct 1992 - Jun 1993,"2,955 members",https://myanimelist.net/anime/3345/Mikan_Enikki
3193,7.19,Mirai Nikki,OVA (1 eps),Dec 2010 - Dec 2010,"228,868 members",https://myanimelist.net/anime/8460/Mirai_Nikki
3194,7.19,Mister Ajikko,TV (99 eps),Oct 1987 - Sep 1989,"4,686 members",https://myanimelist.net/anime/3437/Mister_Ajikko
3195,7.19,Obenkyou Shitoite yo,Music (1 eps),May 2020 - May 2020,"1,042 members",https://myanimelist.net/anime/43919/Obenkyou_Shitoite_yo
3196,7.19,Obey Me!,ONA (12 eps),Jul 2021 - Dec 2021,"41,462 members",https://myanimelist.net/anime/48641/Obey_Me
3197,7.19,One Piece Film: Gold Episode 0 - 711 ver.,Special (1 eps),Jul 2016 - Jul 2016,"22,896 members",https://myanimelist.net/anime/33606/One_Piece_Film__Gold_Episode_0_-_711_ver
3198,7.19,One Piece: Episode of Alabasta - Prologue,Special (1 eps),Aug 2011 - Aug 2011,"15,502 members",https://myanimelist.net/anime/28683/One_Piece__Episode_of_Alabasta_-_Prologue
3199,7.19,Ou Dorobou Jing,TV (13 eps),May 2002 - Aug 2002,"36,705 members",https://myanimelist.net/anime/107/Ou_Dorobou_Jing
3200,7.19,Rewrite 2nd Season,TV (11 eps),Jan 2017 - Mar 2017,"110,364 members",https://myanimelist.net/anime/34126/Rewrite_2nd_Season
3201,7.19,Rurouni Kenshin: Special Techniques,Special (1 eps),Oct 1997 - Oct 1997,"11,795 members",https://myanimelist.net/anime/4664/Rurouni_Kenshin__Special_Techniques
3202,7.19,Saiunkoku Monogatari Recaps,Special (9 eps),Mar 2007 - Mar 2007,"4,827 members",https://myanimelist.net/anime/2193/Saiunkoku_Monogatari_Recaps
3203,7.19,Sekirei: Pure Engagement Episode 0,Special (1 eps),Aug 2010 - Aug 2010,"51,058 members",https://myanimelist.net/anime/9355/Sekirei__Pure_Engagement_Episode_0
3204,7.19,Star Driver: Kagayaki no Takuto,TV (25 eps),Oct 2010 - Apr 2011,"111,078 members",https://myanimelist.net/anime/8934/Star_Driver__Kagayaki_no_Takuto
