ranking,score,title,url,studio,themes,genres,demographics,emission_type,number_episodes,members,first_emission,last_emission,year,month
7533,6.37,Qin Shi Mingyue: Tian Xing Jiu Ge 2nd Season,https://myanimelist.net/anime/39823/Qin_Shi_Mingyue__Tian_Xing_Jiu_Ge_2nd_Season,sparkly_key_animation_studio,"['historical', 'martial_arts']","['action', 'fantasy']",not_available,ona,30.0,1178.0,2019-04-01,2019-11-01,2019.0,4.0
7534,6.37,RahXephon Specials,https://myanimelist.net/anime/5288/RahXephon_Specials,bones,"['mecha', 'music']","['action', 'drama', 'mystery', 'romance', 'sci_fi']",not_available,special,2.0,3988.0,2003-08-01,2004-02-01,2003.0,8.0
7535,6.37,RWBY: Hyousetsu Teikoku,https://myanimelist.net/anime/51381/RWBY__Hyousetsu_Teikoku,shaft,['not_available'],['action'],not_available,tv,12.0,95109.0,2022-07-01,2022-09-01,2022.0,7.0
7536,6.37,Sakura Taisen: Sumire,https://myanimelist.net/anime/1999/Sakura_Taisen__Sumire,radix,"['mecha', 'performing_arts']","['drama', 'sci_fi']",not_available,ova,1.0,3071.0,2002-12-01,2002-12-01,2002.0,12.0
7537,6.37,Shi Xiong,https://myanimelist.net/anime/30412/Shi_Xiong,l²studio,['not_available'],"['action', 'comedy', 'horror']",not_available,ona,41.0,3088.0,2014-11-01,2015-03-01,2014.0,11.0
7538,6.37,Shiritsu Araiso Koutougakkou Seitokai Shikkoubu,https://myanimelist.net/anime/425/Shiritsu_Araiso_Koutougakkou_Seitokai_Shikkoubu,nippon_animation,['not_available'],"['boys_love', 'comedy', 'sports']",not_available,ova,2.0,6800.0,2002-03-01,2002-07-01,2002.0,3.0
7539,6.37,Shounen Sunday CM: Denpa Kyoushi,https://myanimelist.net/anime/21495/Shounen_Sunday_CM__Denpa_Kyoushi,a_1_pictures,['school'],['comedy'],shounen,special,2.0,10005.0,2012-10-01,2013-02-01,2012.0,10.0
7540,6.37,Space Cobra Pilot,https://myanimelist.net/anime/5742/Space_Cobra_Pilot,tokyo_movie_shinsha,"['adult_cast', 'space']","['action', 'adventure', 'sci_fi']",shounen,special,1.0,2179.0,1981-12-01,1981-12-01,1981.0,12.0
7541,6.37,"Tantei wa Mou, Shindeiru.",https://myanimelist.net/anime/46471/Tantei_wa_Mou_Shindeiru,engi,['not_available'],"['comedy', 'mystery', 'romance']",not_available,tv,12.0,342215.0,2021-07-01,2021-09-01,2021.0,7.0
7542,6.37,Tetsujin 28-gou: Hakuchuu no Zangetsu,https://myanimelist.net/anime/10005/Tetsujin_28-gou__Hakuchuu_no_Zangetsu,palm_studio,['mecha'],"['action', 'adventure', 'sci_fi']",not_available,movie,1.0,1075.0,2007-03-01,2007-03-01,2007.0,3.0
7543,6.37,Tokyo Ghoul:re,https://myanimelist.net/anime/36511/Tokyo_Ghoul_re,pierrot,"['gore', 'psychological']","['action', 'fantasy', 'horror']",seinen,tv,12.0,1106596.0,2018-04-01,2018-06-01,2018.0,4.0
7544,6.36,Kinnikuman (Movie),https://myanimelist.net/anime/3273/Kinnikuman_Movie,toei_animation,['combat_sports'],"['action', 'comedy', 'sports']",shounen,movie,1.0,1426.0,1984-07-01,1984-07-01,1984.0,7.0
7545,6.36,Kirakira (2021),https://myanimelist.net/anime/50505/Kirakira_2021,add_some,['music'],['not_available'],not_available,music,1.0,403.0,2021-12-01,2021-12-01,2021.0,12.0
7546,6.36,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Ryou-san to Chuuken Lucky Monogatari - Kameari Dai Houimou wo Kawase!!,https://myanimelist.net/anime/33876/Kochira_Katsushikaku_Kameari_Kouenmae_Hashutsujo__Ryou-san_to_Chuuken_Lucky_Monogatari_-_Kameari_Dai_Houimou_wo_Kawase,gallop,"['adult_cast', 'detective']",['comedy'],shounen,special,1.0,567.0,2005-10-01,2005-10-01,2005.0,10.0
7547,6.36,Kyou kara Omoide,https://myanimelist.net/anime/42432/Kyou_kara_Omoide,add_some,['music'],['drama'],not_available,music,1.0,492.0,2013-03-01,2013-03-01,2013.0,3.0
7548,6.36,Lupin the Third x Monkey Majik,https://myanimelist.net/anime/9035/Lupin_the_Third_x_Monkey_Majik,add_some,['music'],['adventure'],not_available,music,1.0,3494.0,2009-08-01,2009-08-01,2009.0,8.0
7549,6.36,Manga Hajimete Omoshiro Juku,https://myanimelist.net/anime/10138/Manga_Hajimete_Omoshiro_Juku,add_some,['educational'],['adventure'],kids,tv,110.0,496.0,1989-02-01,1991-04-01,1989.0,2.0
7550,6.36,Mikan Enikki Specials,https://myanimelist.net/anime/25661/Mikan_Enikki_Specials,nippon_animation,['pets'],"['comedy', 'slice_of_life']",shoujo,special,2.0,504.0,1993-08-01,1993-08-01,1993.0,8.0
7551,6.36,Mogu Mogu Yummy!,https://myanimelist.net/anime/51526/Mogu_Mogu_Yummy,add_some,"['idols__female_', 'music']",['gourmet'],not_available,music,1.0,472.0,2021-02-01,2021-02-01,2021.0,2.0
7552,6.36,Moon Effect,https://myanimelist.net/anime/50239/Moon_Effect,toei_animation,"['mahou_shoujo', 'music', 'mythology']","['romance', 'supernatural']",not_available,music,1.0,449.0,2021-05-01,2021-05-01,2021.0,5.0
7553,6.36,Mori no Densetsu,https://myanimelist.net/anime/2456/Mori_no_Densetsu,tezuka_productions,['music'],"['adventure', 'award_winning', 'drama', 'fantasy']",not_available,movie,1.0,1952.0,1987-12-01,1987-12-01,1987.0,12.0
7554,6.36,Mori no Youki na Kobito-tachi: Belfy to Lillibit,https://myanimelist.net/anime/3810/Mori_no_Youki_na_Kobito-tachi__Belfy_to_Lillibit,tatsunoko_production,['not_available'],"['adventure', 'comedy', 'fantasy']",not_available,tv,26.0,1602.0,1980-01-01,1980-06-01,1980.0,1.0
7555,6.36,Mottainai (Special),https://myanimelist.net/anime/31144/Mottainai_Special,comix_wave_films,['not_available'],['slice_of_life'],not_available,special,1.0,4089.0,2015-07-01,2015-07-01,2015.0,7.0
7556,6.36,Newsong,https://myanimelist.net/anime/40971/Newsong,add_some,['not_available'],['sci_fi'],not_available,music,1.0,3493.0,2012-01-01,2012-01-01,2012.0,1.0
7557,6.36,Ojarumaru,https://myanimelist.net/anime/4459/Ojarumaru,gallop,['not_available'],"['adventure', 'award_winning', 'comedy', 'fantasy']",kids,tv,,1862.0,,,,
7558,6.36,Origami Warriors,https://myanimelist.net/anime/8999/Origami_Warriors,add_some,['not_available'],"['action', 'adventure']",not_available,tv,52.0,496.0,,,,
7559,6.36,Otogi Story Tenshi no Shippo Specials,https://myanimelist.net/anime/683/Otogi_Story_Tenshi_no_Shippo_Specials,tokyo_kids,['not_available'],"['comedy', 'fantasy', 'romance']",not_available,ova,2.0,2202.0,2002-03-01,2002-07-01,2002.0,3.0
7560,6.36,Sakura Taisen: Le Nouveau Paris,https://myanimelist.net/anime/562/Sakura_Taisen__Le_Nouveau_Paris,radix,"['mecha', 'performing_arts']","['adventure', 'sci_fi']",not_available,ova,3.0,2865.0,2004-10-01,2005-03-01,2004.0,10.0
7561,6.36,Sexy Commando Gaiden: Sugoi yo!! Masaru-san Specials,https://myanimelist.net/anime/1012/Sexy_Commando_Gaiden__Sugoi_yo_Masaru-san_Specials,magic_bus,"['martial_arts', 'school']",['comedy'],shounen,special,2.0,1715.0,1998-04-01,1998-04-01,1998.0,4.0
7562,6.36,Slam Dunk: Ketsui no Shouhoku Basket-bu,https://myanimelist.net/anime/52159/Slam_Dunk__Ketsui_no_Shouhoku_Basket-bu,toei_animation,"['school', 'team_sports']",['sports'],shounen,special,1.0,559.0,1994-04-01,1994-04-01,1994.0,4.0
7563,6.36,Tako ni Natta Okaasan,https://myanimelist.net/anime/20235/Tako_ni_Natta_Okaasan,shin_ei_animation,['historical'],['drama'],not_available,special,1.0,819.0,2003-08-01,2003-08-01,2003.0,8.0
7564,6.36,Tenkai Knights,https://myanimelist.net/anime/23067/Tenkai_Knights,bones,"['mecha', 'super_power']","['action', 'adventure', 'comedy', 'sci_fi']","kids,_shounen",tv,52.0,4760.0,2014-04-01,2015-03-01,2014.0,4.0
7565,6.36,Touma Kishinden Oni,https://myanimelist.net/anime/2366/Touma_Kishinden_Oni,j_c_staff,['not_available'],['supernatural'],not_available,tv,25.0,1062.0,1995-10-01,1996-03-01,1995.0,10.0
7566,6.36,Tsukipro The Animation 2,https://myanimelist.net/anime/37008/Tsukipro_The_Animation_2,pra,"['idols__male_', 'music']",['not_available'],not_available,tv,13.0,7061.0,2021-07-01,2021-12-01,2021.0,7.0
7567,6.36,"Tsunagu, Soramoyou",https://myanimelist.net/anime/38392/Tsunagu_Soramoyou,sanzigen,['music'],['not_available'],not_available,music,1.0,942.0,2018-09-01,2018-09-01,2018.0,9.0
7568,6.36,Twisted Wonderland 2nd Anniversary PV,https://myanimelist.net/anime/52216/Twisted_Wonderland_2nd_Anniversary_PV,cloverworks,"['music', 'mythology']",['supernatural'],not_available,ona,1.0,602.0,2022-03-01,2022-03-01,2022.0,3.0
7569,6.36,Utawarerumono Recaps,https://myanimelist.net/anime/6226/Utawarerumono_Recaps,olm,['not_available'],"['action', 'drama', 'fantasy']",not_available,special,2.0,4214.0,2006-11-01,2006-12-01,2006.0,11.0
7570,6.36,Wonder Garden,https://myanimelist.net/anime/20965/Wonder_Garden,studio_colorido,['not_available'],['fantasy'],not_available,ona,1.0,7513.0,2013-10-01,2013-10-01,2013.0,10.0
7571,6.36,Yasashii March,https://myanimelist.net/anime/17010/Yasashii_March,add_some,['music'],['not_available'],not_available,movie,1.0,2018.0,2011-05-01,2011-05-01,2011.0,5.0
7572,6.36,Yatogame-chan Kansatsu Nikki Nisatsume,https://myanimelist.net/anime/39960/Yatogame-chan_Kansatsu_Nikki_Nisatsume,creators_in_pack,['school'],"['comedy', 'slice_of_life']",shounen,tv,12.0,18408.0,2020-01-01,2020-03-01,2020.0,1.0
7573,6.36,Yichang Shengwu Jianwenlu,https://myanimelist.net/anime/39421/Yichang_Shengwu_Jianwenlu,mmt_technology,['vampire'],['supernatural'],not_available,ona,13.0,12665.0,2019-06-01,2019-09-01,2019.0,6.0
7574,6.36,Yurumates,https://myanimelist.net/anime/6148/Yurumates,add_some,['not_available'],"['comedy', 'slice_of_life']",seinen,ova,1.0,6533.0,2009-04-01,2009-04-01,2009.0,4.0
7575,6.36,Zeno: Kagirinaki Ai ni,https://myanimelist.net/anime/4790/Zeno__Kagirinaki_Ai_ni,add_some,['historical'],['drama'],not_available,movie,1.0,804.0,1999-05-01,1999-05-01,1999.0,5.0
7576,6.36,Ashita Sekai ga Owaru toshitemo,https://myanimelist.net/anime/38464/Ashita_Sekai_ga_Owaru_toshitemo,craftar_studios,['not_available'],"['drama', 'romance']",not_available,movie,1.0,23976.0,2019-01-01,2019-01-01,2019.0,1.0
7577,6.36,Bakusou Kyoudai Let's & Go!! WGP Bousou Mini Yonku Daitsuiseki,https://myanimelist.net/anime/9858/Bakusou_Kyoudai_Lets___Go_WGP_Bousou_Mini_Yonku_Daitsuiseki,xebec,['racing'],['adventure'],shounen,movie,1.0,1074.0,1997-07-01,1997-07-01,1997.0,7.0
7578,6.36,Boku no Kanojo ga Majimesugiru Sho-bitch na Ken OVA,https://myanimelist.net/anime/36560/Boku_no_Kanojo_ga_Majimesugiru_Sho-bitch_na_Ken_OVA,diomedéa,['school'],"['comedy', 'romance', 'ecchi']",not_available,ova,1.0,42981.0,2018-03-01,2018-03-01,2018.0,3.0
7579,6.36,Choujin Koukousei-tachi wa Isekai demo Yoyuu de Ikinuku you desu!,https://myanimelist.net/anime/39523/Choujin_Koukousei-tachi_wa_Isekai_demo_Yoyuu_de_Ikinuku_you_desu,project_no_9,['isekai'],['fantasy'],not_available,tv,12.0,249441.0,2019-10-01,2019-12-01,2019.0,10.0
7580,6.36,Choujin Locke,https://myanimelist.net/anime/3522/Choujin_Locke,nippon_animation,['super_power'],"['action', 'sci_fi']",not_available,movie,1.0,3602.0,1984-03-01,1984-03-01,1984.0,3.0
7581,6.36,Cinderella Girls Gekijou: Kayou Cinderella Theater 3rd Season,https://myanimelist.net/anime/37424/Cinderella_Girls_Gekijou__Kayou_Cinderella_Theater_3rd_Season,gathering,['not_available'],"['comedy', 'slice_of_life']",not_available,ona,7.0,3636.0,2018-07-01,2018-09-01,2018.0,7.0
7582,6.36,Comic Party Specials,https://myanimelist.net/anime/707/Comic_Party_Specials,olm,['otaku_culture'],"['comedy', 'drama']",not_available,special,4.0,3821.0,2003-01-01,2003-01-01,2003.0,1.0
7583,6.36,Daishizen no Majuu: Bagi,https://myanimelist.net/anime/2312/Daishizen_no_Majuu__Bagi,tezuka_productions,['not_available'],"['action', 'romance', 'sci_fi']",not_available,movie,1.0,3202.0,1984-08-01,1984-08-01,1984.0,8.0
7584,6.36,Eromanga-sensei,https://myanimelist.net/anime/32901/Eromanga-sensei,a_1_pictures,['not_available'],"['comedy', 'drama', 'romance', 'ecchi']",not_available,tv,12.0,688836.0,2017-04-01,2017-06-01,2017.0,4.0
7585,6.36,Feng Yun Jue,https://myanimelist.net/anime/5496/Feng_Yun_Jue,add_some,['martial_arts'],"['action', 'adventure']",not_available,movie,1.0,2430.0,2008-07-01,2008-07-01,2008.0,7.0
7586,6.36,FLCL Progressive,https://myanimelist.net/anime/33010/FLCL_Progressive,production_i_g,"['mecha', 'parody']","['action', 'avant_garde', 'comedy', 'sci_fi']",not_available,movie,1.0,127235.0,2018-09-01,2018-09-01,2018.0,9.0
7587,6.36,Fumikiri Jikan,https://myanimelist.net/anime/37188/Fumikiri_Jikan,ekachi_epilka,['not_available'],"['comedy', 'slice_of_life']",not_available,tv,12.0,41047.0,2018-04-01,2018-06-01,2018.0,4.0
7588,6.36,Gakkatsu! 2nd Season,https://myanimelist.net/anime/17147/Gakkatsu_2nd_Season,fanworks,['school'],['comedy'],not_available,tv,25.0,1939.0,2013-01-01,2013-09-01,2013.0,1.0
7589,6.36,Galo Sengen,https://myanimelist.net/anime/20929/Galo_Sengen,add_some,['music'],['comedy'],not_available,music,1.0,1740.0,2011-01-01,2011-01-01,2011.0,1.0
7590,6.36,Gowapper 5 Gordam,https://myanimelist.net/anime/7551/Gowapper_5_Gordam,tatsunoko_production,['mecha'],"['action', 'adventure', 'sci_fi']",not_available,tv,36.0,895.0,1976-04-01,1976-12-01,1976.0,4.0
7591,6.36,Granblue Fantasy,https://myanimelist.net/anime/34454/Granblue_Fantasy,add_some,['not_available'],['fantasy'],not_available,ona,,7194.0,,,,
7592,6.36,Guomin Laogong Dai Huijia 2nd season,https://myanimelist.net/anime/37044/Guomin_Laogong_Dai_Huijia_2nd_season,b_cmay_pictures,['school'],"['drama', 'romance']",not_available,ona,12.0,5889.0,2017-05-01,2017-07-01,2017.0,5.0
7593,6.36,"Hachigatsu no Cinderella Nine: Tsuzuku, Monogatari",https://myanimelist.net/anime/49913/Hachigatsu_no_Cinderella_Nine__Tsuzuku_Monogatari,tms_entertainment,"['school', 'team_sports']",['sports'],not_available,special,1.0,1536.0,2021-09-01,2021-09-01,2021.0,9.0
7594,6.36,Hamster Club,https://myanimelist.net/anime/9900/Hamster_Club,add_some,['pets'],['not_available'],kids,tv,140.0,990.0,2000-10-01,2001-03-01,2000.0,10.0
7595,6.36,HELLO CALLiNG,https://myanimelist.net/anime/52042/HELLO_CALLiNG,flat_studio,"['idols__male_', 'music']",['not_available'],not_available,music,1.0,389.0,2022-06-01,2022-06-01,2022.0,6.0
7596,6.36,Himitsu,https://myanimelist.net/anime/41820/Himitsu,studio_gohan,['music'],['not_available'],not_available,music,2.0,233.0,2020-04-01,2020-04-01,2020.0,4.0
7597,6.36,Hua Jianghu: Bu Liang Ren II,https://myanimelist.net/anime/33925/Hua_Jianghu__Bu_Liang_Ren_II,rocen,"['historical', 'martial_arts']","['adventure', 'drama', 'romance']",not_available,ona,40.0,982.0,2016-07-01,2017-04-01,2016.0,7.0
7598,6.36,Jungle Taitei Movie,https://myanimelist.net/anime/20381/Jungle_Taitei_Movie,mushi_production,['not_available'],['adventure'],shounen,movie,1.0,1180.0,1966-07-01,1966-07-01,1966.0,7.0
7599,6.36,K-On!: Ura-On!,https://myanimelist.net/anime/7017/K-On__Ura-On,kyoto_animation,['not_available'],['comedy'],not_available,special,7.0,60987.0,2009-07-01,2010-01-01,2009.0,7.0
7600,6.36,Kikou Kantai Dairugger XV,https://myanimelist.net/anime/3609/Kikou_Kantai_Dairugger_XV,toei_animation,"['mecha', 'space']","['action', 'adventure', 'sci_fi']",not_available,tv,52.0,2521.0,1982-03-01,1983-03-01,1982.0,3.0
7601,6.36,Kingyo Chuuihou! (Movie),https://myanimelist.net/anime/3155/Kingyo_Chuuihou_Movie,toei_animation,['not_available'],"['action', 'comedy']","kids,_shoujo",movie,1.0,775.0,1992-04-01,1992-04-01,1992.0,4.0
7602,6.35,AIUEO Anime Sekai no Douwa: Aesop Monogatari Anime Series,https://myanimelist.net/anime/25717/AIUEO_Anime_Sekai_no_Douwa__Aesop_Monogatari_Anime_Series,add_some,['not_available'],"['adventure', 'fantasy']",kids,tv,26.0,880.0,1989-06-01,1989-12-01,1989.0,6.0
7603,6.35,Ashita e Attack!,https://myanimelist.net/anime/4339/Ashita_e_Attack,nippon_animation,"['school', 'team_sports']","['drama', 'sports']",not_available,tv,23.0,2200.0,1977-04-01,1977-09-01,1977.0,4.0
7604,6.35,"Attakai, Fuyu Canada",https://myanimelist.net/anime/36404/Attakai_Fuyu_Canada,comix_wave_films,['not_available'],['slice_of_life'],not_available,ona,1.0,1771.0,2017-09-01,2017-09-01,2017.0,9.0
7605,6.35,Babel Nisei,https://myanimelist.net/anime/1666/Babel_Nisei,toei_animation,['not_available'],"['adventure', 'sci_fi', 'supernatural']",shounen,tv,39.0,1921.0,1973-01-01,1973-09-01,1973.0,1.0
7606,6.35,Battle Spirits: Shounen Toppa Bashin,https://myanimelist.net/anime/5082/Battle_Spirits__Shounen_Toppa_Bashin,sunrise,['strategy_game'],['not_available'],shounen,tv,50.0,3500.0,2008-09-01,2009-09-01,2008.0,9.0
7607,6.35,Beyond Creation,https://myanimelist.net/anime/39334/Beyond_Creation,live2d_creative_studio,['not_available'],['fantasy'],not_available,ona,1.0,1555.0,2019-02-01,2019-02-01,2019.0,2.0
7608,6.35,Black Jack: Heian Sento,https://myanimelist.net/anime/10055/Black_Jack__Heian_Sento,add_some,['medical'],['not_available'],shounen,movie,1.0,2527.0,,,,
7609,6.35,Bonobono (TV 2016),https://myanimelist.net/anime/32353/Bonobono_TV_2016,eiken,['anthropomorphic'],"['comedy', 'slice_of_life']",not_available,tv,,2925.0,,,,
7610,6.35,Chiba Pedal: Yowamushi Pedal to Manabu Jitensha Koutsuu Anzen,https://myanimelist.net/anime/33522/Chiba_Pedal__Yowamushi_Pedal_to_Manabu_Jitensha_Koutsuu_Anzen,add_some,['educational'],['not_available'],shounen,ona,6.0,5141.0,2016-07-01,2016-09-01,2016.0,7.0
7611,6.35,Chironup no Kitsune,https://myanimelist.net/anime/17689/Chironup_no_Kitsune,group_tac,['not_available'],['drama'],not_available,movie,1.0,1180.0,1987-08-01,1987-08-01,1987.0,8.0
7612,6.35,Cyborg 009: Call of Justice 3,https://myanimelist.net/anime/33687/Cyborg_009__Call_of_Justice_3,olm_digital,['mecha'],"['action', 'adventure', 'sci_fi']",shounen,movie,1.0,4182.0,2016-12-01,2016-12-01,2016.0,12.0
7613,6.35,"Deemo Movie: Sakura no Oto - Anata no Kanadeta Oto ga, Ima mo Hibiku",https://myanimelist.net/anime/40722/Deemo_Movie__Sakura_no_Oto_-_Anata_no_Kanadeta_Oto_ga_Ima_mo_Hibiku,production_i_g,['music'],"['drama', 'fantasy']",not_available,movie,1.0,10228.0,2022-02-01,2022-02-01,2022.0,2.0
7614,6.35,Fairy Gone Part 2,https://myanimelist.net/anime/39811/Fairy_Gone_Part_2,p_a__works,['military'],"['action', 'fantasy']",not_available,tv,12.0,46056.0,2019-10-01,2019-12-01,2019.0,10.0
7615,6.35,Fight Ippatsu! Juuden-chan!! OVA,https://myanimelist.net/anime/21599/Fight_Ippatsu_Juuden-chan_OVA,add_some,['not_available'],"['comedy', 'sci_fi', 'ecchi']",seinen,ova,1.0,3198.0,2014-01-01,2014-01-01,2014.0,1.0
7616,6.35,Fusha no Sha,https://myanimelist.net/anime/7477/Fusha_no_Sha,add_some,"['historical', 'martial_arts', 'samurai']","['adventure', 'supernatural']",not_available,movie,1.0,1023.0,,,,
7617,6.35,Future GPX Cyber Formula: Early Days Renewal,https://myanimelist.net/anime/1396/Future_GPX_Cyber_Formula__Early_Days_Renewal,sunrise,['not_available'],"['drama', 'sci_fi', 'sports']",not_available,ova,2.0,791.0,1996-04-01,1996-06-01,1996.0,4.0
7618,6.35,"Hanayaka Nari, Waga Ichizoku: Kinetograph",https://myanimelist.net/anime/14145/Hanayaka_Nari_Waga_Ichizoku__Kinetograph,anpro,['historical'],['drama'],josei,ova,2.0,15103.0,2012-12-01,2013-03-01,2012.0,12.0
7619,6.35,Hyouken no Majutsushi ga Sekai wo Suberu,https://myanimelist.net/anime/51711/Hyouken_no_Majutsushi_ga_Sekai_wo_Suberu,cloud_hearts,['school'],"['action', 'fantasy']",not_available,tv,12.0,112160.0,2023-01-01,2023-03-01,2023.0,1.0
7620,6.35,Ikoku Meiro no Croisée Picture Drama,https://myanimelist.net/anime/10905/Ikoku_Meiro_no_Croisée_Picture_Drama,satelight,"['historical', 'iyashikei']",['slice_of_life'],seinen,special,6.0,3930.0,2011-10-01,2012-03-01,2011.0,10.0
7621,6.35,Itowanai feat. Miyu Tomita ＆ Kana Ichinose,https://myanimelist.net/anime/54255/Itowanai_feat_Miyu_Tomita_＆_Kana_Ichinose,add_some,['music'],['not_available'],not_available,music,1.0,681.0,2023-01-01,2023-01-01,2023.0,1.0
7622,6.35,Jigoku Shoujo Recap,https://myanimelist.net/anime/40667/Jigoku_Shoujo_Recap,studio_deen,['not_available'],['supernatural'],not_available,special,1.0,2961.0,2006-01-01,2006-01-01,2006.0,1.0
7623,6.35,Kagakushuu,https://myanimelist.net/anime/53007/Kagakushuu,add_some,['music'],['not_available'],not_available,music,1.0,254.0,2022-03-01,2022-03-01,2022.0,3.0
7624,6.35,Kaitei Choutokkyuu: Marine Express,https://myanimelist.net/anime/3175/Kaitei_Choutokkyuu__Marine_Express,tezuka_productions,['not_available'],"['action', 'adventure', 'comedy', 'drama', 'sci_fi']",not_available,special,1.0,1525.0,1979-08-01,1979-08-01,1979.0,8.0
7625,6.35,Kekkaishi: Yoshimori no Omoi,https://myanimelist.net/anime/39315/Kekkaishi__Yoshimori_no_Omoi,sunrise,['not_available'],"['adventure', 'comedy', 'fantasy']",shounen,special,1.0,819.0,2007-05-01,2007-05-01,2007.0,5.0
7626,6.35,Kinnikuman: Kessen! Shichinin no Choujin tai Uchuu Nobushi,https://myanimelist.net/anime/3280/Kinnikuman__Kessen_Shichinin_no_Choujin_tai_Uchuu_Nobushi,toei_animation,['combat_sports'],"['action', 'comedy', 'sports']",shounen,special,1.0,1038.0,1984-07-01,1984-07-01,1984.0,7.0
7627,6.35,"Kono Healer, Mendokusai",https://myanimelist.net/anime/48742/Kono_Healer_Mendokusai,jumondo,['not_available'],"['adventure', 'comedy', 'fantasy']",not_available,tv,12.0,51380.0,2022-04-01,2022-06-01,2022.0,4.0
7628,6.35,Li Linke de Xiao Guaner,https://myanimelist.net/anime/48845/Li_Linke_de_Xiao_Guaner,delight_animation,['workplace'],"['gourmet', 'slice_of_life']",not_available,ona,10.0,1323.0,2021-04-01,2021-06-01,2021.0,4.0
7629,6.35,Luo Xiao Hei Zhan Ji: Fan Wai,https://myanimelist.net/anime/36588/Luo_Xiao_Hei_Zhan_Ji__Fan_Wai,add_some,"['music', 'parody', 'school']",['comedy'],not_available,ona,5.0,918.0,2011-07-01,2020-11-01,2011.0,7.0
7630,6.35,Lupin III: Pilot Film,https://myanimelist.net/anime/5225/Lupin_III__Pilot_Film,add_some,['adult_cast'],"['action', 'comedy']",seinen,movie,1.0,10227.0,,,,
7631,6.35,Mashin Eiyuuden Wataru: Owarinaki Toki no Monogatari,https://myanimelist.net/anime/7601/Mashin_Eiyuuden_Wataru__Owarinaki_Toki_no_Monogatari,sunrise,['not_available'],['fantasy'],not_available,ova,3.0,828.0,1993-10-01,1994-02-01,1993.0,10.0
7632,6.35,Megami Kouhosei,https://myanimelist.net/anime/888/Megami_Kouhosei,xebec,"['mecha', 'military', 'space']","['action', 'sci_fi']",not_available,tv,12.0,21643.0,2000-01-01,2000-03-01,2000.0,1.0
7633,6.35,Monster Strike Anime: Kieyuku Uchuu-hen,https://myanimelist.net/anime/36246/Monster_Strike_Anime__Kieyuku_Uchuu-hen,anima,['video_game'],"['action', 'fantasy']",not_available,ona,13.0,4858.0,2017-10-01,2018-01-01,2017.0,10.0
7634,6.35,Ookii 1 Nensei to Chiisana 2 Nensei,https://myanimelist.net/anime/20907/Ookii_1_Nensei_to_Chiisana_2_Nensei,a_1_pictures,['not_available'],['adventure'],not_available,movie,1.0,4657.0,2014-03-01,2014-03-01,2014.0,3.0
7635,6.35,Persona 4 the Animation: A Brief Lesson on Izanagi & Izanami,https://myanimelist.net/anime/25259/Persona_4_the_Animation__A_Brief_Lesson_on_Izanagi___Izanami,aic_asta,['school'],['not_available'],not_available,special,1.0,7009.0,2013-04-01,2013-04-01,2013.0,4.0
7636,6.35,Princess Princess Specials,https://myanimelist.net/anime/30625/Princess_Princess_Specials,studio_deen,"['crossdressing', 'school']",['comedy'],shoujo,special,12.0,2236.0,2006-07-01,2006-12-01,2006.0,7.0
7637,6.35,Recorder to Randoseru Mi☆ Special,https://myanimelist.net/anime/24935/Recorder_to_Randoseru_Mi☆_Special,seven,['school'],"['comedy', 'slice_of_life']",seinen,special,1.0,6609.0,2013-10-01,2013-10-01,2013.0,10.0
7638,6.35,RoboMasters the Animated Series,https://myanimelist.net/anime/34903/RoboMasters_the_Animated_Series,gonzo,"['mecha', 'school']",['action'],not_available,tv,6.0,12385.0,2017-10-01,2017-11-01,2017.0,10.0
7639,6.35,Sanctuary,https://myanimelist.net/anime/2698/Sanctuary,pastel,"['detective', 'organized_crime']","['action', 'drama', 'suspense']",seinen,ova,1.0,4840.0,1996-05-01,1996-05-01,1996.0,5.0
7640,6.35,Seikon no Qwaser,https://myanimelist.net/anime/6500/Seikon_no_Qwaser,hoods_entertainment,['super_power'],"['action', 'supernatural', 'ecchi']",seinen,tv,24.0,317598.0,2010-01-01,2010-06-01,2010.0,1.0
7641,6.35,Sengoku Basara Movie: 4-Koma Gekijou - Another Last Party,https://myanimelist.net/anime/18549/Sengoku_Basara_Movie__4-Koma_Gekijou_-_Another_Last_Party,production_i_g,['historical'],['comedy'],not_available,special,5.0,3250.0,2011-12-01,2011-12-01,2011.0,12.0
7642,6.35,Shin Hikari Shinwa: Palutena no Kagami,https://myanimelist.net/anime/13251/Shin_Hikari_Shinwa__Palutena_no_Kagami,production_i_g,['not_available'],"['adventure', 'comedy', 'fantasy']",not_available,ona,3.0,4264.0,2012-03-01,2012-03-01,2012.0,3.0
7643,6.35,Shingeki no Bahamut: Genesis - Roundup,https://myanimelist.net/anime/28447/Shingeki_no_Bahamut__Genesis_-_Roundup,mappa,['mythology'],"['action', 'adventure', 'fantasy']",not_available,special,1.0,15876.0,2014-11-01,2014-11-01,2014.0,11.0
7644,6.35,The☆Doraemons: Mushimushi Pyonpyon Daisakusen!,https://myanimelist.net/anime/2626/The☆Doraemons__Mushimushi_Pyonpyon_Daisakusen,shin_ei_animation,['not_available'],['fantasy'],not_available,movie,1.0,1558.0,1998-03-01,1998-03-01,1998.0,3.0
